Année;SIRET ou NIR;Raison Sociale;Raison sociale 2;Code postal;Commune;Mandaté
2008;45169400000000;OGEC DOM SORTAIS;;49600;BEAUPREAU;80237.0
2007;43387200000000;CLAP-CTRE LOISIRS&ACCUEI;PERISCOLAIRE;49600;BEAUPREAU;813.12
2011;33453300000000;ASGA HOCKEY SUR GLACE;;49100;ANGERS;21544.9
2005;32097700000000;COMITE LIAISON DES HANDICAPES;CLH;49100;ANGERS;16670.0
2008;45301000000000;CSI CHLORO'FIL;;49340;NUAILLE;1002.96
2007;49988300000000;ANJOU MUCO;;49124;ST BARTHELEMY D'ANJOU;800.0
2011;78621800000000;OGEC COLLEGE PRIVE STE MARIE;TORFOU;49660;TORFOU;41250.0
2005;;SAUVEGARDE CHAPELLES;ET CALVAIRES ANJOU;49000;ANGERS;1000.0
2008;50508100000000;LE BOIS ENCHANTE;ACCUEIL LOISIRS INTERC;49170;ST AUGUSTIN DES BOIS;751.52
2007;30482900000000;UNION INTERCOM.FAMILIALE;CENTRE AERE RAYMOND ZELLER;49610;MURS ERIGNE;3490.56
2011;50877800000000;TEMATOUT;;49280;LA TESSOUALLE;1500.0
2005;78620400000000;INTREPIDE D'ANGERS -;SECTION ATHLETISME;49000;ANGERS;1000.0
2005;48293300000000;HANDISPORT CHOLETAIS;;49300;CHOLET;1600.0
2008;78612300000000;ASSOC MJC MAISON DES JEUNES;& DE LA CULTURE;49242;AVRILLE;292.88
2011;32742100000000;CTRE SOCIAL BEAUPREAU;ESPACE CENTRE MAUGES;49600;BEAUPREAU;3000.0
2005;30059900000000;CENTRE AFPA NANTES-ST HERBLAIN;REGION PAYS DE LOIRE;44805;NANTES ST HERBLAIN CEDEX;15000.0
2005;37878200000000;ASSOCIATION FAMILLES RURALES;DE CHANZEAUX;49750;CHANZEAUX;18.5
2008;39894900000000;ASSOC P.A.I. ANGERS;;49010;ANGERS;22500.0
2011;41099900000000;ASSOCIATION FAMILLES RURALES;DE BRAIN SUR ALLONNES;49650;BRAIN SUR ALLONNES;1000.0
2005;78616600000000;OGEC COLLEGE ST LOUIS JALLAIS;;49510;JALLAIS;30000.0
2005;41068300000000;ASSOCIATION LEO LAGRANGE OUEST 49;;44600;ST NAZAIRE;253.75
2008;39468500000000;CLUB D ATHLETISME POUR LE SAUMUROIS;;49400;SAUMUR;3177.0
2011;43387200000000;CLAP-CTRE LOISIRS&ACCUEI;PERISCOLAIRE;49600;BEAUPREAU;2400.0
2005;43038300000000;OGEC INSTITUTION ST LAUD;COLLEGE;49130;LES PONTS DE CE;1480.0
2005;42005600000000;BADMINTON ANGERS CLUB;;49000;ANGERS;800.0
2008;78612000000000;UNION ANJOU FSCF ANGERS;;49045;ANGERS CEDEX 01;11680.0
2011;34039200000000;ACITIF;INSERT.TRAV.IMMIG ET FAMILLE;49300;CHOLET;1150.0
2005;32731000000000;FOYER LAIQUE EDUCATION PERMANENTE;;49524;NOYANT LA GRAVOYERE;1663.05
2005;78611800000000;FEDERAT DPTALE OFFICES TOURISME;SYND INIT - MAISON DU TOURISME;49100;ANGERS CEDEX 02;38000.0
2008;44901000000000;ASSOC SAUMUR LOIRE BASKET 49;;49400;SAUMUR;1000.0
2011;32538100000000;MAISON DES SOURDS &;MALENTENDANTS D'ANGERS;49100;ANGERS;2600.0
2005;31142800000000;ANIMAT LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;1000.0
2006;32211900000000;ASSOC CPIE LOIRE ET MAUGES;CTRE PERM. D'INITIATIVES P/L'ENVIRON.;49602;BEAUPREAU CEDEX;5677.0
2008;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;12233.92
2011;30482900000000;UNION INTERCOM.FAMILIALE;CENTRE AERE RAYMOND ZELLER;49610;MURS ERIGNE;1520.0
2005;42191600000000;ORCHESTRE D'HARMONIE DE;LA VILLE D'ANGERS;49100;ANGERS;1000.0
2006;78620700000000;LOUISE BELLANGER;COLLEGE-LYCEE NOTRE DAME;49310;LA SALLE DE VIHIERS;147.8
2004;30887600000000;FAMILLES RURALES;CLSH;49320;ST JEAN DES MAUVRETS;845.0
2011;49113700000000;AUTISME 49;;49100;ANGERS;1000.0
2005;39852100000000;ABRI DE LA PROVIDENCE;;49100;ANGERS;20700.0
2006;41381300000000;FONDATION DU PATRIMOINE;DELEGATION DEPTALE DE M & L;49000;ANGERS;7500.0
2004;41099900000000;ASSOCIATION FAMILLES RURALES;DE BRAIN SUR ALLONNES;49650;BRAIN SUR ALLONNES;0.0
2011;50100800000000;CAP HANDI FORUM;DES PAYS DE LOIRE;49100;ANGERS;20000.0
2006;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;17100.0
2006;32870300000000;ECOLE MUSIQUE MONTREVAULT;;49110;MONTREVAULT;10271.0
2004;30401100000000;AFR - ASS FAMILLES RURALES;VEZINS - CHANTELOUP;49340;VEZINS;749.5
2012;34300000000000;AFDI 49;;49105;ANGERS CEDEX 01;3000.0
2006;78619300000000;MFR LE VALLON;;49740;LA ROMAGNE;5750.0
2006;32227100000000;OGEC ECOL.IMMACULEE CONCEPT.;;49000;ANGERS;747.6
2004;44046500000000;PARENTS ELEVES ST JEAN;DE LINIERES;49070;ST JEAN DE LINIERES;215.0
2012;33200000000000;INTER ASS. LAC DE MAINE;MAISON DE QUARTIER;49000;ANGERS;2600.0
2006;32030400000000;CENTRE SOCIAL ET CULTUREL DE THOUARCE;CTRE SOC INTERCOM DES COTEAUX DU LAYON;49380;THOUARCE;116.48
2006;78611700000000;OGEC COLLEGE ST MAURICE;CATHEDRALE;49100;ANGERS;32839.0
2004;35185600000000;MAISON RETRAITE ANNE DE MELUN;ASSOCIATION D'ENTRAIDE;49150;BAUGE;44100.0
2012;51900000000000;PEGAZH;;49000;ANGERS;500.0
2006;37988800000000;COMITE DEP OLYMPIQUE ET SPORTIF M ET L;;49130;LES PONTS DE CE;32500.0
2006;78617400000000;COLLEGE PRIVE BROTTIER;;49360;MAULEVRIER;5147.0
2004;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;3062.0
2012;51100000000000;SOLIDARITE PAYSANS;CHAMBRE D'AGRICULTURE;49100;ANGERS;3000.0
2006;78612000000000;FEDERATION OEUVRES LAIQUES M L;FOL49;49100;ANGERS;3306.7
2006;45169400000000;OGEC DOM SORTAIS;;49600;BEAUPREAU;83676.0
2004;41924100000000;ODYSSEE;;49220;LE LION D'ANGERS;2698.0
2005;34870700000000;SAUMUR EQUESTRE INTERNATIONAL;;49400;SAUMUR;9200.0
2006;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;2500.0
2006;78616800000000;AFR LA JUMELIERE;;49120;LA JUMELLIERE;228.48
2005;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;8360.0
2005;78612100000000;CULTURE BIBLIOTHEQUE;POUR TOUS;49000;ANGERS;4900.0
2006;42313700000000;GPPA MARCE;MUSEE REGIONAL DE L'AIR;49140;MARCE;3000.0
2006;78617600000000;AFR CLSH LA MEIGNANNE;;49770;LA MEIGNANNE;470.8
2005;78619300000000;MFR LE VALLON;;49740;LA ROMAGNE;15480.0
2005;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;353666.0
2006;37810900000000;FEDERAT.MUSICALE D'ANJOU;;49630;MAZE;18000.0
2004;30727800000000;AFR CHAMPIGNE;;49330;CHAMPIGNE;749.5
2005;78618700000000;MAIS.FAMIL.LA POMMERAYE;;49620;LA POMMERAYE;16840.0
2005;34906600000000;FEDERATION DEPARTEMENT DES;MAISON FAMILIALE;49070;BEAUCOUZE;48100.0
2006;30266700000000;ASSOCIATION DE GESTION;COLLEGE ST JEAN;49310;VIHIERS;30000.0
2004;38803100000000;AFR BEAULIEU CLSH;;49750;BEAULIEU SUR LAYON;665.6
2005;31706300000000;CAUE-CONSEIL ARCHITECTUR;URBANISME ET ENVIRONNEMENT;49100;ANGERS;189695.5
2005;30266700000000;ASSOCIATION DE GESTION;COLLEGE ST JEAN;49310;VIHIERS;1120.0
2006;32742100000000;CTRE SOCIAL BEAUPREAU;ESPACE CENTRE MAUGES;49600;BEAUPREAU;2000.0
2004;78618600000000;AFR ALSH ARC EN CIEL;;49124;LE PLESSIS GRAMMOIRE;1953.25
2004;;DES PETITES CITES DE CARACTERE;;49190;DENEE;4000.0
2005;32120200000000;OGEC ECOL.PRIM.ST JOSEPH;BOUILLE MENARD;49520;BOUILLE MENARD;215.0
2006;44137900000000;ADVL-ASS.DEVELOPT.VALLEE;DU LOIR;49140;SEICHES SUR LE LOIR;8000.0
2004;32852600000000;AFR CTRE AERE NEUILLE;;49680;NEUILLE;466.0
2004;30059900000000;CENTRE AFPA NANTES-ST HERBLAIN;REGION PAYS DE LOIRE;44805;NANTES ST HERBLAIN CEDEX;18966.18
2005;78835000000000;CTRE SOCIAL DES PLAINES;;49000;ANGERS;570.9
2007;31700100000000;COMITE M&L TENNIS TABLE;;49100;ANGERS;6925.0
2004;78620700000000;LES 3 A -ST SYLVAIN D'ANJOU;;49480;ST SYLVAIN D'ANJOU;540.0
2004;47867100000000;LA-MI-ECOLE DE BEAUCOUZE ET;MONTREUIL JUIGNE;49070;BEAUCOUZE;458.0
2005;78616800000000;AFR LA JUMELIERE;;49120;LA JUMELLIERE;199.5
2007;34870500000000;FESTIVAL PREMIERS PLANS;;49100;ANGERS;9000.0
2004;78622500000000;ADASA - MR ST JOSEPH;ASSOC AIDE SOCIALE AUX ANCIENS;49450;VILLEDIEU LA BLOUERE;4754.0
2004;42313700000000;GPPA MARCE;MUSEE REGIONAL DE L'AIR;49140;MARCE;3072.0
2005;78609600000000;AFR CENTRE RUCHE ANDREZE;;49600;ANDREZE;251.9
2007;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;130000.0
2004;31477700000000;ASSOCIATION LES HAUTS DE ST AUBIN;MAISON DE QUARTIER -VERNEAU;49100;ANGERS;1176.1
2005;78617600000000;AFR CLSH LA MEIGNANNE;;49770;LA MEIGNANNE;1755.5
2007;78621800000000;OGEC COLLEGE PRIVE STE MARIE;TORFOU;49660;TORFOU;40963.0
2004;43785000000000;AIDE VICTIM.ABUS SEXUELS;AAVAS;49100;ANGERS;500.0
2005;35279700000000;FOYERS RURAUX 49;FEDERATION DEPARTEMENTALE;49000;ANGERS;13800.0
2007;44516700000000;ABC ACCUEIL DE LOISIRS;;49230;ST GERMAIN SUR MOINE;722.96
2005;78615200000000;CTE ANIMAT.ENFANC.CHOLET;;49300;CHOLET;6439.55
2005;78611500000000;ADPEP49-SIEGE;;49100;ANGERS;2800.0
2007;33120400000000;AFR LA POUEZE;;49370;LA POUEZE;1122.8
2004;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;9120.0
2005;32461200000000;APEL ECOL. PUBL. FENEU;ECOLE EAU VIVE;49460;FENEU;430.0
2007;41099900000000;ASSOCIATION FAMILLES RURALES;DE BRAIN SUR ALLONNES;49650;BRAIN SUR ALLONNES;2324.48
2004;31010800000000;ECOLE PRIVEE ST JOSEPH;ST CHRISTOPHE DU BOIS;49280;ST CHRISTOPHE DU BOIS;430.0
2006;32158000000000;MAIS.PR TOUS MONPLAISIR;;49100;ANGERS;4957.12
2007;78611700000000;ASSOCIATION DES SCOUTS UNITAIRES DE;FRANCE;92170;VANVES;230.0
2004;78617100000000;ACCUEIL DE LOISIRS CARABISTOUILLE;;49160;LONGUE JUMELLES;149.0
2006;78613700000000;ASSOCIATION MAISON FAMILIALE RURALE;D'EDUCATION ET D'ORIENTATION;49330;CHAMPIGNE;14397.0
2007;32731000000000;FOYER LAIQUE EDUCATION PERMANENTE;;49524;NOYANT LA GRAVOYERE;1312.08
2004;30159100000000;OGEC ECOLE PRIVE SAINT J.BAPTISTE;;49440;CANDE;430.0
2006;41896400000000;CHORALES&ENSEMBLE INSTRUMENTAUX;DE L'ACADEMIE NANTES;49000;ANGERS;2000.0
2007;50856300000000;JEUNE CHAMBRE ECONOMIQUE;;49022;ANGERS CEDEX 02;1000.0
2004;30581500000000;FONTEVRAUD CTRE CULTUREL;DE L'OUEST;49590;FONTEVRAUD L'ABBAYE;26300.0
2006;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;291.43
2007;33806400000000;BANQUE ALIMENTAIRE M & L;;49100;ANGERS;8666.66
2004;33513100000000;LES AMIS DU CHATEAU DE MARTIGNE BRIAND;;49540;MARTIGNE BRIAND;7000.0
2006;78615100000000;OGEC COLL.ST JOSEPH CHOLET;;49300;CHOLET CEDEX;37632.0
2007;49193400000000;ESPOIR CANTONAL EMPLOI;ESCALE;49140;SEICHES SUR LE LOIR;1000.0
2004;35393700000000;ADRAMA ANGERS;;49100;ANGERS;5500.0
2006;78615100000000;OGEC COLLEGE ND BRETONNAIS;CHOLET;49300;CHOLET CEDEX;49633.0
2007;43785000000000;AIDE VICTIM.ABUS SEXUELS;AAVAS;49100;ANGERS;3000.0
2004;45221300000000;ANACREON;;49000;ANGERS;1250.0
2006;78619600000000;OGEC COLLEGE PRIVE;J. CATHELINEAU;49410;ST FLORENT LE VIEIL;1382.5
2007;78615200000000;ASSOC JEUNE FRANCE OMNISPORTS;;49300;CHOLET;1346.8
2004;40071700000000;COMITE EQUESTRE SAUMUR;;49400;SAUMUR;22500.0
2006;78621100000000;OGEC INSTITUTION ST LOUIS;;49400;SAUMUR;6147.0
2007;;GARDERIE PERISCOLAIRE;DE L'ECOLE ST GERMAIN;49610;JUIGNE SUR LOIRE;740.0
2004;;COMITE D'ANIMATION CYCLISTE POUANCEEN;;49420;POUANCE;500.0
2006;33914200000000;MULTI ACT'ENFANCE;;49740;LA ROMAGNE;52.08
2008;39248200000000;CENTRE MARCELLE MENET;;49100;ANGERS;460.0
2004;32949100000000;IRCOM - SAINTE ANNE;;49130;LES PONTS DE CE;161750.0
2006;41068300000000;ASSOCIATION LEO LAGRANGE OUEST 49;;44600;ST NAZAIRE;248.6
2008;34976000000000;ACADEMIE SCIENCES BELLES;LETTRES ET ARTS;49100;ANGERS;2000.0
2004;44347100000000;AETS DE L'ESEO;;49009;ANGERS CEDEX 01;119075.0
2006;48430500000000;STE DU MEILLEUR OUVRIER;DE FRANCE APPRENTIS 49;49000;ANGERS;3000.0
2008;40871800000000;LE BIBLIOTHEATRE;;49124;ST BARTHELEMY D'ANJOU;1500.0
2012;41500000000000;ANGERS NAUTIQUE AVIRON;;49100;ANGERS;5431.0
2006;35292200000000;CENTRE SOCIAL JEAN DIMA;;49700;DOUE LA FONTAINE;2300.0
2008;42940800000000;COMITE DEPTAL BADMINTON;;49135;LES PONTS DE CE;10787.0
2012;34200000000000;IDCE -INSTITUT DEVELOPPE;MENT CONSEIL D'ENTREPRISE;49008;ANGERS CEDEX 01;50000.0
2006;31700100000000;L ARCHE EN ANJOU;;49560;NUEIL SUR LAYON;18000.0
2004;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;2250.0
2012;43000000000000;OGEC INSTITUTION ST LAUD;COLLEGE;49130;LES PONTS DE CE;905.0
2006;39852100000000;ABRI DE LA PROVIDENCE;;49100;ANGERS;24750.0
2004;40257000000000;AFR CHAPELLE SUR OUDON;;49500;LA CHAPELLE SUR OUDON;345.7
2012;32400000000000;OGEC COLLEGE STE ANNE;ST HILAIRE ST FLORENT;49426;SAUMUR CEDEX;1651.0
2006;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;57.12
2004;30887600000000;FAMILLES RURALES;CLSH;49320;ST JEAN DES MAUVRETS;693.0
2008;78611700000000;OGEC COLLEGE LA MADELEINE;;49044;ANGERS;1760.92
2006;45180900000000;ASSOC VAL EN RECRE;;49670;VALANJOU;192.64
2004;78618600000000;AFR LE PIN EN MAUGES;;49110;LE PIN EN MAUGES;387.75
2008;78611700000000;OGEC COLLEGE ST MAURICE;CATHEDRALE;49100;ANGERS;5000.0
2007;78616300000000;MAIS.FAM.BEAUFORT ANJOU;;49250;GEE;1398.0
2004;34779900000000;AFR ST MELAINE SUR AUBANCE;;49610;ST MELAINE SUR AUBANCE;199.5
2008;32102900000000;APEL ECOL.ST MARTIN DU;BOIS- ECOLE PRIMAIRE PUBLI;49500;ST MARTIN DU BOIS;147.25
2007;34976000000000;ACADEMIE SCIENCES BELLES;LETTRES ET ARTS;49100;ANGERS;2000.0
2005;31102100000000;ANCIENS MAIRES ET ADJOINT;MAISON DES MAIRES DE M ET L;49000;ANGERS;1000.0
2008;45301000000000;CSI CHLORO'FIL;;49340;NUAILLE;2141.12
2007;48464700000000;UGSEL 49;;49010;ANGERS CEDEX;15950.0
2005;78618700000000;MAIS.FAMIL.LA POMMERAYE;;49620;LA POMMERAYE;1826.0
2008;33167400000000;FAMILLES RURALES LANDEMONT;CLSH;49270;LANDEMONT;753.76
2007;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;100000.0
2004;78612000000000;FEDERATION DEPARTEMENTALE;FAMILLES RURALES;49044;ANGERS CEDEX 01;13256.0
2008;78614300000000;FAMIL.RURALES CHEMILLE;;49120;CHEMILLE;1904.56
2007;37920400000000;ESAIP-INSTITUT SUPERIEUR;ACTION INTERNAT.ET  PRODUC;49124;ST BARTHELEMY D'ANJOU;107100.0
2004;78613700000000;L'UNION LIBERALE-BOULES;DE FORT;49380;CHAMP SUR LAYON;2250.0
2008;33914200000000;MULTI ACT'ENFANCE;;49740;LA ROMAGNE;1533.28
2007;30777300000000;COLLEGE PRIVE OZANAM;;49110;ST PIERRE MONTLIMART;5147.0
2004;37988800000000;COMITE DEP OLYMPIQUE ET SPORTIF M ET L;;49130;LES PONTS DE CE;15000.0
2008;32683100000000;ASCAPE;A49 PARTENAIRES;49100;ANGERS;4600.0
2007;32404400000000;OGEC COLLEGE STE ANNE;ST HILAIRE ST FLORENT;49426;SAUMUR CEDEX;270.0
2004;78613700000000;ASSOCIATION MAISON FAMILIALE RURALE;D'EDUCATION ET D'ORIENTATION;49330;CHAMPIGNE;20900.0
2008;50856300000000;JEUNE CHAMBRE ECONOMIQUE;;49022;ANGERS CEDEX 02;1000.0
2007;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;460.0
2004;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;346766.0
2009;44142500000000;ARSINOE;AUTRE REGARD INCESTE OUVRIR A L ESPOIR;49220;CHENILLE CHANGE;500.0
2007;30401100000000;AFR - ASS FAMILLES RURALES;VEZINS - CHANTELOUP;49340;VEZINS;996.8
2009;;ASSOC FESTI ELEVAGE MAINE ET LORIE;;49800;TRELAZE;15000.0
2007;37947500000000;ASTINOV;;49100;ANGERS;5000.0
2009;78611700000000;UCO/ASS.ST YVES;UNIVERSITE CATHO. OUEST;49008;ANGERS CEDEX 01;232500.0
2007;48397100000000;AEMI DU BOCAGE;ECOL.MUSIQU.INTERCOMMUNALE;49360;YZERNAY;6298.0
2009;78611700000000;OGEC COLLEGE LA MADELEINE;;49044;ANGERS;17676.6
2007;32433400000000;CENTRE SOCIAL DU CHEMILLOIS;;49120;CHEMILLE;2194.82
2009;32397200000000;OGEC COLLEGE JEAN BOSCO;ST MACAIRE EN MAUGES;49450;ST MACAIRE EN MAUGES;47541.0
2007;78610700000000;CENTRE JACQUES TATI;;49000;ANGERS;2357.04
2009;39857300000000;AEMP DE MARCEL PAGNOL;ASSOC. DES ENSEIGNANTS;49460;MONTREUIL JUIGNE;430.0
2007;78616000000000;LYCEE PRIVE LE PRE NEUF;L.T.P. EDMOND MICHELET;49330;ETRICHE;14037.0
2009;78616800000000;AFR LA JUMELIERE;;49120;LA JUMELLIERE;288.4
2007;42073100000000;UFSBD-ANGERS;UNION FR. SANTE BUCCO-DENT;49100;ANGERS;3500.0
2009;39774900000000;AFR ST LAMBERT LA POTH.;;49070;ST LAMBERT LA POTHERIE;150.0
2007;30910500000000;UFCV - PAYS DE  LA LOIRE;DELEGATION REGIONALE;44185;NANTES CEDEX 4;12852.0
2009;30401100000000;AFR - ASS FAMILLES RURALES;VEZINS - CHANTELOUP;49340;VEZINS;881.44
2007;37832700000000;CONSO.LOGEMENT;CADRE DE VIE;49100;ANGERS;6125.0
2009;31142800000000;ANIMAT LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;858.48
2007;48149500000000;ENJEU ENFANCE;ESPACE JEUNES;49320;BRISSAC QUINCE;733.04
2009;48019800000000;GIROND'O ANIMATION JEUNESSE;CENTRE DE VIE COMMUNAL;49540;MARTIGNE BRIAND;456.4
2008;42180400000000;ADEFA-DEPTALE POUR L'EMPLOI;ET LA FORMATION EN AGRICULTURE;49100;ANGERS;6400.0
2009;50474200000000;UNION NATIONALE DU PERSONNEL EN;RETRAITE DE LA GENDARMERIE;49290;CHALONNES SUR LOIRE;300.0
2008;78618500000000;OCCE COOP SCOL. NYOISEAU;ECOL.PUBL.GENEVIEVE VERGER;49500;NYOISEAU;61.75
2009;30482900000000;UNION INTERCOM.FAMILIALE;CENTRE AERE RAYMOND ZELLER;49610;MURS ERIGNE;599.2
2008;34885900000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;1000.0
2009;37832700000000;CONSO.LOGEMENT;CADRE DE VIE;49100;ANGERS;2625.0
2008;34885900000000;ETOILE D'OR SAINT LEONARD ANGERS;;49000;ANGERS;7500.0
2009;78618400000000;MAISON RETRAITE DE NOYANT;ASSOC.ENTRAIDE PERS.AGEES;49490;NOYANT;108000.0
2008;43914000000000;GROUPT. D'APPRENTISSAGE;MUSICALE;49160;BLOU;9195.0
2010;49512900000000;LES AMIS DE GOSSI;;49100;ANGERS;3000.0
2008;38879200000000;CINEMAS & CULTURES D'AFRIQUE;;49100;ANGERS;3000.0
2010;33228900000000;INTER ASS. LAC DE MAINE;MAISON DE QUARTIER;49000;ANGERS;2600.0
2004;37845000000000;HABITANTS DU HAUT DES BANCHAIS;;49100;ANGERS;489.5
2010;32211900000000;ASSOC CPIE LOIRE ET MAUGES;CTRE PERM. D'INITIATIVES P/L'ENVIRON.;49602;BEAUPREAU CEDEX;15000.0
2004;41099900000000;ASSOCIATION FAMILLES RURALES;DE BRAIN SUR ALLONNES;49650;BRAIN SUR ALLONNES;781.5
2010;48464700000000;UGSEL 49;;49010;ANGERS CEDEX;19726.0
2004;32610100000000;AFR NEUVY EN MAUGES;;49120;NEUVY EN MAUGES;245.1
2010;51281300000000;ANGERS-BD;;49000;ANGERS;800.0
2004;40776200000000;AFR ST CRESPIN SUR MOINE;;49230;ST CRESPIN SUR MOINE;144.5
2010;;LA PLUME ANGEVINE;;49100;ANGERS;160.0
2005;42502700000000;APDM OEUVRES SOCIALES &;LOISIRS;49041;ANGERS CEDEX 01;2280.0
2010;44347100000000;AETS DE L'ESEO;;49009;ANGERS CEDEX 01;115000.0
2005;39248200000000;CENTRE MARCELLE MENET;;49100;ANGERS;781.0
2010;78611700000000;OGEC ECOLE COLLEGE ST AUGUSTIN;;49000;ANGERS;3980.5
2005;78616600000000;MAIS.FAMIL.LA CHARMILLE;;49510;JALLAIS;7140.0
2010;78619600000000;OGEC COLLEGE PRIVE;J. CATHELINEAU;49410;ST FLORENT LE VIEIL;21810.18
2005;78611500000000;ASS REGIONALE LES CHESNAIES;ITEP LES CHESNAIES;49100;ANGERS;155.0
2010;45169400000000;OGEC DOM SORTAIS;;49600;BEAUPREAU;6841.0
2004;78612000000000;UNION ANJOU FSCF ANGERS;;49045;ANGERS CEDEX 01;3250.0
2010;31193200000000;LOISIRS JEUNES ENF.ANG.;;49007;ANGERS;394.8
2004;44874900000000;PASS'AGES;;49290;BOURGNEUF EN MAUGES;163.0
2010;78834900000000;ASS FAM CHAZE SUR ARGOS;;49500;CHAZE SUR ARGOS;177.52
2004;45169400000000;OGEC DOM SORTAIS;;49600;BEAUPREAU;180.0
2010;31142800000000;ANIMAT LOISIRS ECOUFLANT;CLSH;49000;ECOUFLANT;1800.0
2004;32739000000000;ORS CONGRES 2000- NANTES;OBSERVAT. REG. DE LA SANTE;44966;NANTES CEDEX 9;5400.0
2010;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;2300.0
2004;78616900000000;ASSOC-MAIS.FAMIL.RURAL LES SOURCES;;49770;LA MEIGNANNE;12660.0
2010;48062500000000;UNION CYCLISTE CHOLET 49;;49300;CHOLET;3634.0
2004;78615200000000;CTE ANIMAT.ENFANC.CHOLET;;49300;CHOLET;1000.0
2010;78618600000000;STE MON PLAISIR- BOULES DE FORT;;49124;LE PLESSIS GRAMMOIRE;2250.0
2004;78615200000000;CTE ANIMAT.ENFANC.CHOLET;;49300;CHOLET;4695.75
2010;50856300000000;JEUNE CHAMBRE ECONOMIQUE;;49022;ANGERS CEDEX 02;1000.0
2004;44347100000000;AETS DE L'ESEO;;49009;ANGERS CEDEX 01;2000.0
2011;52302200000000;FESUM FEDERATION EUROPEENNE DES;SERVICES D URGENCE DE LA MAIN;77340;PONTAULT COMBAULT;500.0
2011;40242100000000;CTR SOC. INTERCO VIHIERS;;49310;VIHIERS;2300.0
2011;40150700000000;IREO LE CEDRE - INSTITUT RURAL;D'EDUCATION ET D'ORIENTATION;49124;ST BARTHELEMY D'ANJOU;19250.0
2011;40422300000000;CIVAM AGRICULTURE DURABLE;;49610;MURS ERIGNE;17050.0
2011;78611800000000;AURA - AGENCE URBANISME;DE LA REGION ANGEVINE;49100;ANGERS;3500.0
2011;;ASSOC LES ECRIVAINS DE L'ANJOU;;49000;ANGERS;160.0
2011;78611900000000;ANJOU RECHERCHES SEMENCE;;49000;ANGERS;1020.02
2011;38024500000000;AFR BOUILLE MENARD;;49520;BOUILLE MENARD;500.0
2011;32852600000000;AFR CTRE AERE NEUILLE;;49680;NEUILLE;1200.0
2011;38315400000000;ESPACE BAUGEOIS-CTRE SOC;;49150;BAUGE;1980.0
2011;50929600000000;CHOLET NATIONAL PETANQUE;;49300;CHOLET;1500.0
2011;;FOCALE 49;;49460;MONTREUIL JUIGNE;1500.0
2011;40218300000000;ETOILE SPORTIVE SAINT PIERRE;TENNIS DE TABLE;49300;CHOLET;1780.0
2011;43286500000000;FAMILLES RURALES;PERISCOLAIRE;49360;SOMLOIRE;500.0
2012;78600000000000;COMITE  ANIMATION ENFANCE;;49300;CHOLET;12000.0
2005;78612000000000;FEDERATION OEUVRES LAIQUES M L;FOL49;49100;ANGERS;21873.35
2005;30209700000000;OGEC ECOL.PRIV.ST JOSEPH;CHATEAUNEUF S/SARTHE;49330;CHATEAUNEUF SUR SARTHE;430.0
2005;30341100000000;CENTRE SOCIAL DU VERGER;;49307;CHOLET CEDEX;2226.25
2005;78835000000000;CTRE SOCIAL DES PLAINES;;49000;ANGERS;327.25
2005;40921900000000;FAMIL.RURAL.SCEAUX D'ANJ;;49330;SCEAUX D'ANJOU;109.5
2005;40283600000000;AFR BEAUCOUZE CLSH;;49070;BEAUCOUZE;2864.4
2005;78617000000000;AFR LIRE - CLSH;;49530;LIRE;100.75
2005;34051100000000;AFR ST GEORGES DES GARDES;;49120;ST GEORGES DES GARDES;541.2
2005;33524400000000;AVEL-ASS.VACANCES ECOLE;LOISIRS;49000;ECOUFLANT;569.25
2005;33116200000000;FED.DEPT CTRES SOC.M & L;;49120;CHEMILLE;6100.0
2005;42492400000000;FRANCE ALZHEIMER 49;;49000;ANGERS;750.0
2005;35407000000000;MEDIATIONS 49;;49002;ANGERS CEDEX 01;22000.0
