Année;Nom de l'organisme bénéficiaire;CP;Ville;"Montant
de la subvention de fonctionnement (1)";"Montant
de la subvention d'investissement (1)";"Montant de la garantie
(2)";"Montant du prêt
(3)";"Avantages en nature
(4)"
2018;PATRIMOINE ET CULTURE DE LA   ST MARTIN;72330;LA FONTAINE SAINT MARTIN;150,00;;;;
2018;PATRIMOINE LE MANS OUEST;72000;LE MANS;1 300,00;;;;
2018;PATRIMOINE SAINT OUEN EN CHA;72350;SAINT OUEN EN CHAMPAGNE;210,00;;;;
2018;PATRIOTE DE BONNETABLE COMIT DIRECTEUR;72110;BONNETABLE;250,00;;;;
2018;PATRIOTE DE BONNETABLE CYCLOTOURISTES ET VETE;72110;BONNETABLE;150,00;;;;
2018;PATRIOTE DE BONNETABLE JUDO;72110;BONNETABLE;200,00;;;;
2018;PATRIOTE DE BONNETABLE PETAN;72110;BONNETABLE;150,00;;;;
2018;PATRIOTE DE BONNETABLE SECTI HANDBALL;72110;BONNETABLE;150,00;;;;
2018;PATRIOTE DE BONNETABLE TENNI;72110;BONNETABLE;200,00;;;;
2018;PATRIOTE DE BONNETABLE TENNI TABLE;72110;BONNETABLE;200,00;;;;
2018;PATRIOTE FOOTBALL BONNETABLE;72110;BONNETABLE;400,00;;;;
2018;PATRIOTE SECTION ATHLETISME;72110;BONNETABLE;180,00;;;;
2018;PATRIOTE SECTION CYCLISME;72110;BONNETABLE;150,00;;;;
2018;PAZAPA;72540;LOUE;4 250,00;;;;
2018;PECHEURS DE LOUE FEDERATION SARTHE;72540;LOUE;300,00;;;;
2018;PEDIBUS;72500;CHATEAU DU LOIR;150,00;;;;
2018;PERCHERONNE LA BELINOISE;72220;ECOMMOY;200,00;;;;
2018;PERENNE COMPAGNIE;72000;LE MANS;2 125,00;;;;
2018;PETANQUE AMICALE CLUB DES SO;72100;LE MANS;300,00;;;;
2018;PETANQUE AVOISIENNE;72430;AVOISE;500,00;;;;
2018;PETANQUE BRULONNAISE;72350;BRULON;200,00;;;;
2018;PETANQUE CLUB ARCONNAIS;72610;ARCONNAY;200,00;;;;
2018;PETANQUE FERCEENNE;72430;FERCE SUR SARTHE;250,00;;;;
2018;PETANQUE FLECHOISE;72510;ST JEAN DE LA MOTTE;400,00;;;;
2018;PETANQUE LOMBRONNAISE;72450;LOMBRON;150,00;;;;
2018;PETANQUE NEUVILLOISE CHEZ M JOEL BERGER;72190;NEUVILLE SUR SARTHE;150,00;;;;
2018;PETANQUE SABOLIENNE;72300;SABLE SUR SARTHE;200,00;;;;
2018;PETITES CITES DE CARACTERE D FRANCE;35069;RENNES CEDEX;1 000,00;;;;
2018;PETITES CITES DE CARACTERE D SARTHE;72000;LE MANS;30 000,00;;;;
2018;PIACE LE RADIEUX BEZARD LE C;72170;PIACE;10 500,00;;;;
2018;PLAISIR DE LIRE ECOLE PASTEUR;72700;ALLONNES;300,00;;;;
2018;PLANETE SCIENCES SARTHE;72400;LA FERTE BERNARD;4 000,00;;;;
2018;PLANETE ZIKOS;72650;LA CHAPELLE ST AUBIN;250,00;;;;
2018;POLE ENDURANCE LUCEEN;72150;SAINT PIERRE DU LOROUER;1 300,00;;;;
2018;POLONIA SARTHE MMES ROSPENDA ET BIGARD;72100;LE MANS;150,00;;;;
2018;PONTVALLAIN TT;72510;PONTVALLAIN;150,00;;;;
2018;POUR AMENAGEMENT ET ANIMATIO L ILE AUX PLANCHE;72000;LE MANS;200,00;;;;
2018;POUR LA RESTAURATION DE L EG;72540;LOUE;1 000,00;;;;
2018;POUR LE DEVELOPPEMENT DES LOISIRS;72220;LAIGNE EN BELIN;400,00;;;;
2018;POUR UN AVENIR RECREATIF ET CULTUREL ELEMENTA;72300;PARCE SUR SARTHE;1 000,00;;;;
2018;POUR UNE TERRE PLUS HUMAINE MAISON DU CITOYEN;72000;LE MANS;350,00;;;;
2018;PRECIGNE TOUTE UNE HISTOIRE;72300;PRECIGNE;500,00;;;;
2018;PREVELLES EN FETE MAIRIE;72110;PREVELLES;180,00;;;;
2018;PRIEURE DE MAYANNE FONCTIONN D UN RELAIS INTER;72260;DANGEUL;450,00;;;;
2018;PROFESSION SPORT ET LOISIRS SARTHE PSL 72;72000;LE MANS;36 008,00;;;;
2018;PROMENADE ET NATURE;72300;SABLE SUR SARTHE;150,00;;;;
2018;PROXIM PARTAGE;72000;LE MANS;5 785,00;;;;
2018;PUNCH LIVE;72100;LE MANS;2 000,00;;;;
2018;QUARTIER MAROC PAVOINE;72100;LE MANS;300,00;;;;
2018;QUENTIN VOLTIGE;72110;JAUZE;1 000,00;;;;
2018;RADIO CLUB DU PERCHE;72570;GREEZ SUR ROC;150,00;;;;
2018;RADIO CONTACT FM FSE;72500;CHATEAU DU LOIR;300,00;;;;
2018;RADIO MODELE CLUB FERTOIS RM;72400;LA FERTE BERNARD;150,00;;;;
2018;RADIO PREVERT FOYER SOCIO EDUCATIF;72510;PONTVALLAIN;3 600,00;;;;
2018;RADIOAMATEURS DE LA SARTHE;72100;LE MANS;500,00;;;;
2018;RAND AUNE ET LOIR;72360;MAYET;150,00;;;;
2018;RANDONNEURS CASTELORIENS;72500;CHATEAU DU LOIR;170,00;;;;
2018;RANDONNEURS DUNOIS;72160;DUNEAU;200,00;;;;
2018;RECREA DANSE;72160;CONNERRE;150,00;;;;
2018;RECREAJEUX VAL DE SARTHE;72210;LA SUZE SUR SARTHE;200,00;;;;
2018;RECREATIONS;72470;FATINES;250,00;;;;
2018;RESIDENTS DU PLESSIS;72190;COULAINES;196,00;;;;
2018;RETRAITE SPORTIVE LOIR ET BE;72340;RUILLE SUR LOIR;200,00;;;;
2018;RETRAITE SPORTIVE SARTHE ET;72300;SABLE SUR SARTHE;150,00;;;;
2018;RETRAITE SPORTIVE VAL SUZERA CHEZ M GARNIER;72430;FERCE SUR SARTHE;200,00;;;;
2018;RETRO MOTOCYCLETTES SARTHOIS;72560;CHANGE;500,00;;;;
2018;ROC LOISIRS;72320;GREEZ SUR ROC;150,00;;;;
2018;ROEZE SUR SARTHE DANS LA COU;72210;ROEZE SUR SARTHE;1 100,00;;;;
2018;ROLLER SKATING CLUB CONNERRE;72160;CONNERRE;150,00;;;;
2018;ROLLER SPORTS DES PORTES DU  DU MAINE RSPM;72380;LA GUIERCHE;600,00;;;;
2018;ROTARY CLUB LE MANS CENTRE;72000;LE MANS;850,00;;;;
2018;ROTONDE FERROVIAIRE DE;72500;MONTABON;1 263,00;;;;
2018;ROUILLON VILLAGE D EUROPE;72700;ROUILLON;200,00;;;;
2018;RSPHS RETRAITE SPORTIVE DU P DE L HUISNE SARTHO;72400;CHERRE;200,00;;;;
2018;RUGBY CLUB DU MANS;72000;LE MANS;200,00;;;;
2018;SABLE BASKET;72300;SABLE SUR SARTHE;3 800,00;;;;
2018;SABLE FOOTBALL CLUB;72300;SABLE SUR SARTHE;18 160,00;;;;
2018;SABLE JOG 72;72300;SABLE SUR SARTHE;250,00;;;;
2018;SABLE NAUTIQUE AVIRON;72300;SABLE SUR SARTHE;300,00;;;;
2018;SABLE SARTHE CYCLISME PAYS D;72300;SABLE SUR SARTHE;6 446,00;;;;
2018;SABLE SMASH N BAD;72300;SABLE SUR SARTHE;300,00;;;;
2018;SABLE SUR LIVRES;72300;SABLE SUR SARTHE;1 700,00;;;;
2018;SABLE TRIATHLON;72300;SABLE SUR SARTHE;700,00;;;;
2018;SACOR MUSIC;72460;SAVIGNE L EVEQUE;150,00;;;;
2018;SAINT GEORGES BIEN ETRE;72700;SAINT GEORGES DU BOIS;200,00;;;;
2018;SAINT MAIXENT TENNIS CLUB;72320;ST MAIXENT;150,00;;;;
2018;SAINT MAIXENT VELO;72320;SAINT MAIXENT;200,00;;;;
2018;SAINT SATURNIN CLASSIC BRITI;72650;SAINT SATURNIN;1 500,00;;;;
2018;SAINTE JAMME TENNIS DE TABLE;72380;STE JAMME SUR SARTHE;250,00;;;;
2018;SAM FOOTBALL;72600;MAMERS;1 450,00;;;;
2018;SAMOURAI 2000;72000;LE MANS;33 135,00;;;;
2018;SANG POUR SANG DE MULSANNE ET SES ENVIRONS;72230;MULSANNE;150,00;;;;
2018;SAPEURS POMPIERS ECHANGES FR CHEZ M OLIVIER VE;72220;ECOMMOY;350,00;;;;
2018;SARTH 72;72250;PARIGNE L EVEQUE;900,00;;;;
2018;SARTHE GASSEAU;72130;SAINT LEONARD DES BOIS;150,00;;;;
2018;SARTHE GRAND PRIX HERITAGE;72470;CHAMPAGNE;5 000,00;;;;
2018;SARTHE NATURE ENVIRONNEMENT;72000;LE MANS;15 000,00;;;;
2018;SARTHE RALLYE MOTO;72250;CHALLES;800,00;;;;
2018;SARTHOISE D ATTELAGES;72170;PIACE;600,00;;;;
2018;SARTHOISE DU MUSEE DE LA PAI;72390;LAVARE;300,00;;;;
2018;SAUVEGARDE DU MOULIN DE FILL;72210;FILLE SUR SARTHE;300,00;;;;
2018;SAUVEGARDE MOULINS RIVIERES;72190;NEUVILLE SUR SARTHE;1 200,00;;;;
2018;SAVATE RUAUDIN;72230;RUAUDIN;150,00;;;;
2018;SAVIGNE L EVEQUE SARTHE MARA;72460;SAVIGNE L EVEQUE;150,00;;;;
2018;SAVIGNE LES VOLANTS;72460;SAVIGNE L EVEQUE;150,00;;;;
2018;SAVIGNEENNE INITIATION ET PE;72460;SAVIGNE L EVEQUE;150,00;;;;
2018;SAVOIR FAIRE ET BIEN VIVRE D  NORD SARTHE;72610;SAINT PATERNE;200,00;;;;
2018;SCEN ART ET CHATEAU;72310;BESSE SUR BRAYE;150,00;;;;
2018;SCOLAIRE INTERCOMM DE LA DIV;72600;SAINT REMY DES MONTS;150,00;;;;
2018;SCOUTS UNITAIRES DE FRANCE LA FERTE;72400;LA FERTE BERNARD;300,00;;;;
2018;SCRABBLE CLUB DE BONNETABLE;72110;BONNETABLE;150,00;;;;
2018;SECOND AIR;72100;LE MANS;4 400,00;;;;
2018;SECOURISTES FRANCAIS CROIX B;72160;CONNERRE;350,00;;;;
2018;SECOURS CATHOLIQUE ALLONNES;72700;ALLONNES;370,00;;;;
2018;SECOURS FRANCAIS CROIX BLANC LE MANS;72000;LE MANS;400,00;;;;
2018;SECOURS POPULAIRE FRANCAIS;72100;LE MANS;5 000,00;;;;X
2018;SENIORS SPORTIFS DU PAYS FLE MME JOSIANE GILLET;72200;LA FLECHE;550,00;;;;
2018;SENTIERS BOCAGE PRUILLEEN;72700;PRUILLE LE CHETIF;150,00;;;;
2018;SERVICE DE REMPLACEMENT SART;72000;LE MANS;5 000,00;;;;
2018;SILLE CULTURE;72140;SILLE LE GUILLAUME;1 999,00;;;;
2018;SLV JALT PALADRU;72100;LE MANS;6 480,00;;;;
2018;SMB RALLYE RAIDS 2000;72650;LA BAZOGE;1 000,00;;;;
2018;SMS GESTION SAUVEGARDE MAYEN SARTHE;72006;LE MANS CEDEX;;;428 789,97;;
2018;SNEMM 1796EME SECTION;72190;COULAINES;150,00;;;;
2018;SOC MEILLEURS OUVRIERS DE FR;72240;ST SYMPHORIEN;1 500,00;;;;
2018;SOCIETE BOULE DE FORT LES RO;72270;BOUSSE;1 800,00;;;;
2018;SOCIETE BOULES DE FORT LA LI;72200;CROSMIERES;1 000,00;;;;
2018;SOCIETE DES AGRICULTEURS SAR;72000;LE MANS;30 000,00;;;;
2018;SOCIETE DES COURSES HIPPIQUE;72320;MONTMIRAIL;400,00;;;;
2018;SOCIETE DU PAYS FERTOIS ETUD ET RECHERCHES;72400;LA FERTE BERNARD;300,00;;;;
2018;SOCIETE HISTORIQUE ET ARCHEO;72000;LE MANS;1 500,00;;;;
2018;SOCIETE MUSICALE BRULON;72350;BRULON;500,00;;;;
2018;SOCIETE MUSICALE CONNERRE  ECOLE DE MUSIQUE;72160;CONNERRE;450,00;;;;
2018;SOCIETE MUSICALE LE BREIL SUR MERIZE;72370;LE BREIL SUR MERIZE;150,00;;;;
2018;SOCIETE MUSICALE LOUE;72540;LOUE;800,00;;;;
2018;SOCIETE SPORTIVE LES MOUETTE;72220;SAINT MARS D OUTILLE;800,00;;;;
2018;SOCIETE VELO SPORT ST MICHEL CHAVAIGNES;72440;SAINT MICHEL DE CHAVAIGNES;500,00;;;;
2018;SOCIETES DE BOULES DE FORT D CANTON DE LA FLEC;72201;LA FLECHE CEDEX;600,00;;;;
2018;SOLEIL EN LIVRES BIBLIOTHEQUE;72440;SAINT MICHEL DE CHAVAIGNES;150,00;;;;
2018;SOLIDARITE DES RETRAITES DU MANS;72100;LE MANS;150,00;;;;
2018;SOLIDARITE ENFANTS SOURDS DU FASO;72340;LHOMME;250,00;;;;
2018;SOLIDARITE PAYSANS PAYS DE L;72000;LE MANS;30 000,00;;;;
2018;SOM CYCLO VTT;72100;LE MANS;500,00;;;;
2018;SOM SECTION BADMINTON;72100;LE MANS;250,00;;;;
2018;SOM SECTION TENNIS;72100;LE MANS;1 000,00;;;;
2018;SOM TENNIS DE TABLE;72100;LE MANS;500,00;;;;
2018;SOS AMITIE;72000;LE MANS;;;;;X
2018;SOS FEMMES ACCUEIL 72;72100;LE MANS;7 200,00;;;;
2018;SOULIGNEENNE LES FOULEES DES PORTES DU MAINE;72290;SOULIGNE SOUS BALLON;200,00;;;;
2018;SOUTIEN AUX PILOTES SARTHOIS;72000;LE MANS;35 000,00;;;;
2018;SOUTIEN ENCADREMENT MUSICIEN  SEMF;72210;SOULIGNE FLACE;200,00;;;;
2018;SOYER TRIAL COMPETITION;72380;ST JEAN D ASSE;500,00;;;;
2018;"SPARC SAUVEGARDE DU&uml;PATRIMOINE";72240;RUILLE EN CHAMPAGNE;;929,00;;;
2018;SPEEDTEAM72 ST72;72290;BALLON SAINT MARS;1 500,00;;;;
2018;SPORT ACTION JEUNESSE;72100;LE MANS;5 000,00;;;;
2018;SPORT ADAPTE SABLE SOLESMES ASNIERES ASNIERES;72300;SABLE SUR SARTHE;700,00;;;;
2018;SPORT CES VAL D HUISNE;72000;LE MANS;500,00;;;;
2018;SPORT CLUB LE LUDE JUDO;72800;LE LUDE;150,00;;;;
2018;SPORT CLUB LUDOIS BADMINTON M DEL HEAUMEAU;72800;LE LUDE;150,00;;;;
2018;SPORT COLLEGE ALAIN FOURNIER;72100;LE MANS;500,00;;;;
2018;SPORT COLLEGE ST LOUIS;72000;LE MANS;350,00;;;;
2018;SPORT ET DETENTE SILLE LE  GUILLAUME;72140;SILLE LE GUILLAUME;150,00;;;;
2018;SPORT HANDICAP MAROLLAIS;72260;MAROLLES LES BRAULTS;150,00;;;;
2018;SPORTING CLUB MAROLLAIS;72260;MAROLLES LES BRAULTS;1 450,00;;;;
2018;SPORTING CLUB MODERNE;72000;LE MANS;17 000,00;;;;
2018;SPORTING CLUB TUFFEEN;72160;TUFFE VAL DE LA CHERONNE;430,00;;;;
2018;SPORTIVE AMNE EN CHAMPAGNE;72540;AMNE;150,00;;;;
2018;SPORTIVE BELLEGARDE LA FLECH;72200;LA FLECHE;200,00;;;;
2018;SPORTIVE COLLEGE J PREVERT P;72510;PONTVALLAIN;450,00;;;;
2018;SPORTIVE COLLEGE JEAN COCTEA;72190;COULAINES;200,00;;;;
2018;SPORTIVE COLLEGE KENNEDY;72700;ALLONNES;150,00;;;;
2018;SPORTIVE COLLEGE LE MARIN AL;72700;ALLONNES;150,00;;;;
2018;SPORTIVE COLLEGE LES SOURCES COLLEGE LES SOUR;72000;LE MANS;450,00;;;;
2018;SPORTIVE COLLEGE MAROC HUCHE;72100;LE MANS;450,00;;;;
2018;SPORTIVE COLLEGE PETIT VERSAILLES;72200;LA FLECHE;400,00;;;;
2018;SPORTIVE COLLEGE PIERRE BELO CERANS FOULLETOU;72330;CERANS FOULLETOURTE;450,00;;;;
2018;SPORTIVE COLLEGE ROGER VERCE;72000;LE MANS;550,00;;;;
2018;SPORTIVE COLLEGE VILLARET CLAIREFONTAINE;72000;LE MANS;200,00;;;;
2018;SPORTIVE DE CERANS SECT BASK;72330;YVRE LE POLIN;250,00;;;;
2018;SPORTIVE DE FOOTBALL DE CERA  FOULLETOURTE;72330;CERANS FOULLETOURTE;300,00;;;;
2018;SPORTIVE DE FYE;72610;FYE;500,00;;;;
2018;SPORTIVE DE GYMNASTIQUE PRUI L EGUILLE;72150;PRUILLE L EGUILLE;150,00;;;;
2018;SPORTIVE DE L UNSS ET UNIVER DU COLLEGE LE VIEUX;72200;LA FLECHE;400,00;;;;
2018;SPORTIVE DE LA POLICE DU MAN;72000;LE MANS;250,00;;;;
2018;SPORTIVE DE LAMNAY;72320;LAMNAY;400,00;;;;
2018;SPORTIVE DE MEZIERES;72290;MEZIERES SUR PONTHOUIN;150,00;;;;
2018;SPORTIVE DE NEUVILLE FOOTBAL;72190;NEUVILLE SUR SARTHE;500,00;;;;
2018;SPORTIVE DE SABLE SUR SARTHE ROLLER SPORT;72300;SABLE SUR SARTHE;200,00;;;;
2018;SPORTIVE DE SAINT PATERNE SECTION FOOTBALL;72610;SAINT PATERNE;500,00;;;;
2018;SPORTIVE DE ST SYMPHORIEN;72240;SAINT SYMPHORIEN;150,00;;;;
2018;SPORTIVE DE TIR MAMERS ET DU  SAOSNOIS;72600;MAMERS;150,00;;;;
2018;SPORTIVE DES CAVALIERS D ATOUCRIN;72300;LA CHAPELLE D ALIGNE;150,00;;;;
2018;SPORTIVE DU CES DE LA SUZE COLLEGE TROUVE CHAU;72210;LA SUZE SUR SARTHE;500,00;;;;
2018;SPORTIVE DU COLLEGE H LEFEUV M BRUNA GERARD;72230;ARNAGE;400,00;;;;
2018;SPORTIVE DU COLLEGE ST COSME VAIRAIS;72110;SAINT COSME EN VAIRAIS;300,00;;;;
2018;SPORTIVE DU COLLEGE VAUGUYON;72000;LE MANS;450,00;;;;
2018;SPORTIVE DU VILLARET;72000;LE MANS;2 750,00;;;;
2018;SPORTIVE EVAILLE SAINT OSMAN;72120;SAINTE OSMANE;300,00;;;;
2018;SPORTIVE GAZELEC SECTION FOO;72000;LE MANS;900,00;;;;
2018;SPORTIVE LA CHAPELLE ST AUBI;72650;LA CHAPELLE SAINT AUBIN;300,00;;;;
2018;SPORTIVE LA CHAPELLE ST AUBI BASKET;72650;LA CHAPELLE SAINT AUBIN;300,00;;;;
2018;SPORTIVE LA CHAPELLE ST AUBI SECTION TENNIS DE T;72650;LA CHAPELLE SAINT AUBIN;1 260,00;;;;
2018;SPORTIVE LA CHAPELLE ST AUBI VOLLEY BALL;72650;LA CHAPELLE SAINT AUBIN;300,00;;;;
2018;SPORTIVE LA MADELEINE SECTION LA MADELEINE;72000;LE MANS;800,00;;;;
2018;SPORTIVE LES BLEUETS BEAUMON SUR SARTHE;72170;VIVOIN;300,00;;;;
2018;SPORTIVE MONTMIRAIL MELLERAY;72320;MONTMIRAIL;400,00;;;;
2018;SPORTIVE MOTOCYCLISTE 24 HEU;72100;LE MANS;20 000,00;;;;
2018;SPORTIVE REQUEIL;72510;REQUEIL;300,00;;;;
2018;SPORTS CLUB LUDOIS CYCLOTOUR;72800;LE LUDE;150,00;;;;
2018;SPORTS CLUB LUDOIS SEC HANDB;72800;LE LUDE;150,00;;;;
2018;SPORTS ET DETENTE VIBRAYE;72320;VIBRAYE;200,00;;;;
2018;SPORTS ET LOISIRS CE RENAULT;72100;LE MANS;600,00;;;;
2018;SPORTS ET LOISIRS COMITE ETA;72100;LE MANS;500,00;;;;
2018;SPORTS ET LOISIRS LA CHAPELL BOIS;72400;LA CHAPELLE DU BOIS;200,00;;;;
2018;SPORTS LOISIRS ET CULTURE TR;72650;TRANGE;558,00;;;;
2018;SPORTS LOISIRS GYM ROUILLON;72700;ROUILLON;250,00;;;;
2018;SPORTS SAINT PAVACE;72190;SAINT PAVACE;1 200,00;;;;
2018;SQUASH DES CEDRES;72000;LE MANS;6 917,00;;;;
2018;SUPERFORMA;72100;LE MANS;47 000,00;;;;
2018;SUR LES PAS DES ARTISTES DES BRIERES GESNOIS;72450;MONTFORT LE GESNOIS;450,00;;;;
2018;SURDI 72 MALENTENDANTS DE LA SARTHE;72000;LE MANS;100,00;;;;
2018;TARMAC;72190;SARGE LES LE MANS;40 000,00;5 000,00;233 223,87;;
2018;TEAM GP MOTO CHEZ M PREDONZAN FRANK;72240;LA CHAPELLE ST FRAY;1 500,00;;;;
2018;TEAM LEPROUST;72320;LAMNAY;500,00;;;;
2018;TEAM RACING KART D ARNAGE;72230;ARNAGE;150,00;;;;
2018;TEAM RM CYCLING;72230;ARNAGE;300,00;;;;
2018;TEAM SPORT ZEN;72210;LA SUZE SUR SARTHE;300,00;;;;
2018;TEMPS DANSE;72610;ARCONNAY;150,00;;;;
2018;TENNIS CLUB ARCONNAY;72610;ARCONNAY;150,00;;;;
2018;TENNIS CLUB CROSMIEROIS;72200;CROSMIERES;300,00;;;;
2018;TENNIS CLUB D AUBIGNE LE RAC;72800;AUBIGNE RACAN;150,00;;;;
2018;TENNIS CLUB D YVRE LE POLIN;72330;YVRE LE POLIN;150,00;;;;
2018;TENNIS CLUB DE CHANGE;72560;CHANGE;200,00;;;;
2018;TENNIS CLUB DE CONNERRE;72160;CONNERRE;300,00;;;;
2018;TENNIS CLUB DES RIVES DE SARTHE;72380;STE JAMME SUR SARTHE;600,00;;;;
2018;TENNIS CLUB DU VAL DE LOIR;72340;LA CHARTRE SUR LE LOIR;150,00;;;;
2018;TENNIS CLUB FLECHOIS TCF;72201;LA FLECHE CEDEX;350,00;;;;
2018;TENNIS CLUB LUCE;72150;LE GRAND LUCE;150,00;;;;
2018;TENNIS CLUB LUDOIS;72800;LE LUDE;150,00;;;;
2018;TENNIS CLUB PARIGNE L EVEQUE;72250;PARIGNE L EVEQUE;200,00;;;;
2018;TENNIS CLUB PRUILLEEN;72700;PRUILLE LE CHETIF;300,00;;;;
2018;TENNIS CLUB SILLE LE GUILLAU;72140;SILLE LE GUILLAUME;150,00;;;;
2018;TENNIS CLUB ST COSME VAIRAIS;72110;SAINT COSME EN VAIRAIS;150,00;;;;
2018;TENNIS DE TABLE ARCONNAIS;72610;ARCONNAY;850,00;;;;
2018;TENNIS DE TABLE CLUB PAYS  SILLE LE GUILLAUME;72140;SILLE LE GUILLAUME;150,00;;;;
2018;TENNIS DE TABLE DE VIBRAYE;72320;VIBRAYE;150,00;;;;
2018;TENNIS DE TABLE ETIVAL;72700;ETIVAL LES LE MANS;250,00;;;;
2018;TENNIS DE TABLE PARCEEN;72300;PARCE SUR SARTHE;300,00;;;;
2018;TENNIS DE TABLE RUAUDIN CHEZ MR CHRISTIAN RENA;72230;RUAUDIN;200,00;;;;
2018;TENNIS DE TABLE SAVIGNE;72000;LE MANS;150,00;;;;
2018;TENNIS DE TABLE VILLAINAIS;72270;VILLAINES SOUS MALICORNE;200,00;;;;
2018;TENNIS TABLE ASSEEN;72130;ASSE LE BOISNE;150,00;;;;
2018;TERIAKI;72000;LE MANS;5 100,00;;;;
2018;THAMRI VILLAINES TEAM SIDE C CROSS;72270;MEZERAY;500,00;;;;
2018;THEATRALE CHALLOISE LES SCOU;72250;CHALLES;500,00;;;;
2018;THEATRE DE L ENFUMERAIE;72700;ALLONNES;35 000,00;;;;
2018;THEATRE DE L EPHEMERE;72000;LE MANS;96 000,00;;;;
2018;THEATRE DE LA MALLE VERTE;72190;SARGE LES LE MANS;686,00;;;;
2018;THEATRE DU FRACAS;72000;LE MANS;6 000,00;;;;
2018;THEATRE DU MERLE BLANC;72400;BOESSE LE SEC;1 300,00;;;;
2018;THEATRE DU PASSEUR;72000;LE MANS;2 125,00;;;;
2018;THEATRE DU RADEAU GR ACTION;72000;LE MANS;8 160,00;;;;
2018;THEATRE EN ACTES;72000;LE MANS;2 925,00;;;;
2018;THEATRE EPIDAURE;72440;BOULOIRE;25 875,00;;;;
2018;THEATRE POUR L AVENIR;72000;LE MANS;3 400,00;;;;
2018;TIWIZI;72100;LE MANS;300,00;;;;
2018;TOP DANSE;72510;MANSIGNE;150,00;;;;
2018;TOURISME ET AVENTURE VTT;72000;LE MANS;4 200,00;;;;
2018;TOURISME ET CULTURE;72490;BOURG LE ROI;250,00;;;;
2018;TOURISTIQUE PECHE ROULLEE;72600;ROULLEE;150,00;;;;
2018;TOUS EN FORME MAIRIE;72270;LIGRON;300,00;;;;
2018;TOUTES CAPABLES;72000;LE MANS;636,00;;;;
2018;TRAIL DES FORGES;72650;LA BAZOGE;1 700,00;;;;
2018;TRANGE FOOTBALL CLUB;72650;TRANGE;350,00;;;;
2018;TRANSVAP;72160;BEILLE;27 500,00;;;;
2018;TROUPE THEATRALE PAS SAGE A;72300;AUVERS LE HAMON;500,00;;;;
2018;TWIRLING BATON DE NEUVILLALA;72240;NEUVILLALAIS;600,00;;;;
2018;TWIRLING BATON DU BELINOIS;72220;ECOMMOY;150,00;;;;
2018;TWIRLING CLUB BAZOGIEN CHEZ MME FLORENCE DIJO;72380;STE JAMME SUR SARTHE;200,00;;;;
2018;TWIRLING CLUB BEAUFAY;72110;BEAUFAY;700,00;;;;
2018;TWIRLING CLUB BESSEEN;72310;BESSE SUR BRAYE;500,00;;;;
2018;TWIRLING CLUB SABOLIEN;72300;SABLE SUR SARTHE;200,00;;;;
2018;TWIRLING SEMUROIS CHEZ MME HERISSON ARLETTE;72390;SEMUR EN VALLON;200,00;;;;
2018;UDAC;72000;LE MANS;150,00;;;;
2018;UDAF DE LA SARTHE;72100;LE MANS;2 500,00;;141 677,80;;
2018;UGSEL SARTHE;72000;LE MANS;7 000,00;;;;
2018;UN J POUR TOUS;72400;DEHAULT;150,00;;;;
2018;UNAFAM SECTION SARTHE;75017;PARIS 17EME ARRONDISSEMEN;6 200,00;;;;
2018;UNC AFN SAINT CALAIS;72120;ST CALAIS;150,00;;;;
2018;UNC AFN SDF LE BAILLEUL UNION NAT DES COMBATTA;72200;LE BAILLEUL;150,00;;;;
2018;UNC UNCAFN NEUVILLE;72190;NEUVILLE SUR SARTHE;150,00;;;;
2018;UNION ATHLETIQUE SARGEENNE;72190;SARGE LES LE MANS;1 500,00;;;;
2018;UNION CYCLISTE D ECOMMOY;72220;ECOMMOY;200,00;;;;
2018;UNION CYCLISTE MAMERS ET SAO;72600;MAMERS;750,00;;;;
2018;UNION DELEGUES DEPARTEMENTAU EDUCATION NATIO;72000;LE MANS;400,00;;;;
2018;UNION DEPAR SYNDICAT CFDT;72000;LE MANS;924,00;;;;
2018;UNION DEPART SAPEURS POMPIER;72190;COULAINES;30 000,00;;;;
2018;UNION DEPART SYNDICATS CGT;72000;LE MANS;840,00;;;;
2018;UNION DES SPORTS FLECHOIS;72200;LA FLECHE;4 625,00;;;;
2018;UNION DES SPORTS FLECHOIS CANOE KAYAK;72200;LA FLECHE;4 536,00;;;;
2018;UNION DES SPORTS FLECHOIS SECTION BADMINTON;72200;LA FLECHE;1 300,00;;;;
2018;UNION FRESNOISE SECTION YOGA;72130;FRESNAY SUR SARTHE;3 100,00;;;;
2018;UNION LE MANS SUD;72100;LE MANS;700,00;;;;
2018;UNION MUSICALE BALLON;72290;BALLON SAINT MARS;150,00;;;;
2018;UNION MUSICALE DE BOULOIRE;72440;BOULOIRE;150,00;;;;
2018;UNION MUSICALE DE PONTLIEUE;72100;LE MANS;200,00;;;;
2018;UNION MUSICALE MEZERAY;72270;MEZERAY;200,00;;;;
2018;UNION MUSICALE THORIGNE SUR  DUE;72160;THORIGNE SUR DUE;150,00;;;;
2018;UNION SARTHOISE DE GYMNASTIQ;72000;LE MANS;400,00;;;;
2018;UNION SPORTIVE ARNAGE SECTION BILLARD;72230;ARNAGE;1 000,00;;;;
2018;UNION SPORTIVE BAZOUGES CRE;72200;BAZOUGES CRE SUR LE LOIR;300,00;;;;
2018;UNION SPORTIVE BOESSE LE SEC;72400;BOESSE LE SEC;350,00;;;;
