nom;prenom;groupe;beneficiaire;adresse;descriptif;programme_budgetaire;montant
FAURE;Olivier;Socialiste, républicain et citoyen;Amicale Sportive Lieusaint Football;Maison des associations - 5 impasse du Moulin à Vent 77127 LIEUSAINT;Fonctionnement;163-01;3000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association CALAME Lieusaint;35 rue de Paris 77127 LIEUSAINT;Fonctionnement;163-01;3000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association Apprendre et Entreprendre à Sénart;47, rue du Pic Vert 77176 NANDY;Fonctionnement;163-01;4000.00
FAURE;Olivier;Socialiste, républicain et citoyen;ACEMM;207, rue de Noisement 77550 MOISSY CRAMAYEL;Fonctionnement;163-01;4000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association La Salle 176 (Boxe);24, rue René Cassin 77176 SAVIGNY LE TEMPLE;Fonctionnement;163-01;5000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Amicale des Boulistes de Savigny-le-Temple;Maison des associations - BP 16 cidex 25 77176 SAVIGNY LE TEMPLE;Fonctionnement;163-01;7000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association Haut Summum;14, allée de la Commune 77176 SAVIGNY LE TEMPLE;Fonctionnement;163-02;5000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Club des anciens combattants de Moissy Cramayel et ses environs;Maison des associations. Place du Souvenir 77550 MOISSY CRAMAYEL;Fonctionnement;169-03;1500.00
FAURE;Olivier;Socialiste, républicain et citoyen;association pour l’information et la recherche sur les maladies rénales génétiques (AIRG France);AIRG-France BP 78 – 75 261 PARIS CEDEX 06;Fonctionnement;204-12;1000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association Agir pour le développement en Haïti (A.P.D.H);53 rue Saint Blaise 75020 PARIS;Fonctionnement;209-02;5000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Club de Foot de Sénart Moissy;BP103 77550 MOISSY CRAMAYEL;Fonctionnement;219-01;5000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Maison des Loisirs et de la Culture Claude Houillon de Cesson Vert Saint Denis;35, rue Janisset Soeber 77240 CESSON;Fonctionnement;224-02;4000.00
FAURE;Olivier;Socialiste, républicain et citoyen;Association du Collège Saint Louis de Lieusaint;124 Mail des Pépinières 77127 LIEUSAINT;Fonctionnement;231-03;1500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Cardamine;29 rue des Petits Champs 53940 SAINT-BERTHEVIN;Projet photo (festimages nature);113-01;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;LA PELLERINE;;la réfection d'une partie de la couverture (côtés parking et route) et de la façade (aile sud) de l'église;122-01;3000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;CHAMPEON;;l'acquisition de mobilier et matériel informatique pour la nouvelle mairie;122-01;4000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;COLOMBIERS-DU-PLESSIS;;l'aménagement d'un parking avec îlot de propreté route de Saint-Denis;122-01;4000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;HERCE;;la réalisation de travaux d'accessibilité au cimetière, la réfection des parkings du terrain de boules et du presbytère, la création d'une aire de co-voiturage et l'acquisition d'un désherbeur et de deux radars pédagogiques;122-01;4600.00
FAVENNEC;Yannick;Union des démocrates et indépendants;LOIRON-RUILLE;;la création d'une aire de jeux à Loiron;122-01;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;MARCILLE-LA-VILLE;;l'aménagement d'un terrain multisport;122-01;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;MONTJEAN;;l'extension de la cantine scolaire et la restructuration de ses sanitaires;122-01;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;ARON;;le remplacement de la porte d'entrée et des fenêtres du presbytère;122-01;5400.00
FAVENNEC;Yannick;Union des démocrates et indépendants;PLACE;;la réfection de la partie haute de la couverture de l'église;122-01;6000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;SAINT-LOUP-DU-GAST;;la réalisation de travaux de voirie avec la mise en accessibilité, le cheminement piétonnier et les trottoirs, rue du Gast et chemin de la Touche;122-01;6000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;CHAILLAND;;la construction d'un club house;122-01;7000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;SAINT-AIGNAN-DE-COUPTRAIN;;la réalisation de travaux d'aménagement de bourg;122-01;7000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;MONTAUDIN;;l'aménagement et la sécurisation de la rue d'Ernée;122-01;10000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Spectacle et chevallerie;Bas Rocherobert 53240 ANDOUILLE;Organisation spectacle;131-01;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Exposition régionale d'Art d'Ernée;Mairie 53500 ERNEE;Fonctionnement;131-01;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Forte Piano;60 rue des Prés 53600 Evron;Organisation stage pédagogique musique;131-01;2500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Terra Incognita;L'Arterie 53120 CARELLES;Fonctionnement;131-01;2500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Association culturelle Louis Derbré;Espace culturel Louis Derbré rue Pierre et Marie Curie 53500 ERNEE;Fonctionnement;131-02;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Les Amis de Bernard Chardon (A.B.C.);Rue de Lassay 53110 THUBOEUF;Fonctionnement;131-02;2500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Comité pour l'expansion du commerce local  de La Pellerine;Mairie 53220 LA PELLERINE;Fonctionnement;134-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Association de gestion Rochefeuille;Lycée Rochefeuille Route de Caen 53100 MAYENNE;Fonctionnement;143-03;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Il suffira d'un signe;3 cité des Noyers 53250 JAVRON LES CHAPELLES;Fonctionnement;157-04;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Club de l'amitié des ainés ruraux de Lassay;Mairie 53110 LASSAY LES CHATEAUX;Fonctionnement;157-05;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;ADMR de la Colmont;Rue des Avaloirs 53100 Chatillon sur Colmont;Fonctionnement;157-05;1500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Myriam - Saint Fraimbault;14 rue Pierre Boisramé 53390 SAINT AIGNAN SUR ROE;Fonctionnement;157-05;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Sauvegarde du patrimoine et de la nature de Javron les chapelles (S.P.N.J.C.);32 Chevrigny 53250 JAVRON LES CHAPELLES;Fonctionnement;175-01;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Concours foire interregional de la race bovine normande  d'Ernée;Mairie 53500 ERNEE;Organisation concours foire;206-05;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Association des éleveurs de bovins de race Blonde d'Aquitaine du département de la Mayenne;Etablissement départemental de l'élevage de la Mayenne rue Albert Einstein Changé - BP 36135 53061 LAVAL Cedex 9;Projet promotion race Blonde d'Aquitaine;206-05;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Aide et solidarité au Burkina Faso;Mairie 53500 ERNEE;Fonctionnement;209-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Challenge  mayennais;Mairie 53240 SAINT GERMAIN D'ANXURE;Fonctionnement;219-01;1500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Football club Montjeannais;Mairie de Montjean 53320 MONTJEAN;Fonctionnement;219-01;1750.00
FAVENNEC;Yannick;Union des démocrates et indépendants;LM football club (club foot montaudin larchamp);Mairie de Larchamp 53200 Mautaudin;Fonctionnement;219-01;1750.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Bocage cycliste mayennais;Mairie de Gorron 53120 GORRON;Fonctionnement;219-01;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Football club Ruillé-Loiron;Mairie de Loiron 9 rue d'Anjou 53220 LOIRON;Fonctionnement;219-01;4000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Planeur Passion;Mairie de Mézangers Place Lair de la Motte 53600 MEZANGERS;Fonctionnement;219-01;5000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Comité d'animations et spectacles St Georges Buttavent (C.A.S./S.G.B.);Mairie de Saint Georges  Buttavent 12 place de l'Eglise 53100 SAINT GEORGES BUTTAVENT;Fonctionnement;224-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Comité des fêtes de Beaulieu sur Oudon;Mairie 53320 BEAULIEU SUR OUDON;Fonctionnement;224-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Comité des fêtes de St Calais du Désert;Mairie 53140 SAINT CALAIS DU DESERT;Fonctionnement;224-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Les amis d'Al Foncent;Mairie de Gorron 53120 GORRON;Fonctionnement;224-02;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Foyer socio-éducatif (collège Louis Launay Landivy);Collège Louis Launay 16 rue du Collège 53190 LANDIVY;Fonctionnement;230-01;1000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Secours populaire de la Mayenne;27 rue Marcel Cerdan 53000 LAVAL;Fonctionnement;304-12;2000.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Epi du bocage;Antenne solidarité 3 rue de la Cour des Forges 53120 GORRON;Projet insertion personnes isolées;304-17;1500.00
FAVENNEC;Yannick;Union des démocrates et indépendants;Les Raz'moquettes;1 rue du clos de la butte 53940 LE GENEST SAINT ISLE;Fonctionnement;304-17;2500.00
FENECH;Georges;Les Républicains;Ternay Pétanque;CHASSE SUR RHONE;Fonctionnement;157-05;1000.00
FENECH;Georges;Les Républicains;Association Police Mions;MIONS;Fonctionnement;161-13;1000.00
FENECH;Georges;Les Républicains;Sauveteurs de Givors;GIVORS;Fonctionnement;161-13;1000.00
FENECH;Georges;Les Républicains;Société de Sauvetage de Ternay;TERNAY;Fonctionnement;161-13;1000.00
FENECH;Georges;Les Républicains;Activités Gymnastique Symphorinoise (AGS);GIVORS;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Amicale Boule Mornantaise;MORNANT;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Amicale Boule de Taluyers;TALUYERS;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Activité Physique d'Entretien de Simandres (APES);SIMANDRES;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Basket Club des Coteaux du Lyonnais;ST LAURENT D'AGNY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Chaponnay Rugby Club;CHAPONNAY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;EJT (Ecole de Judo Traditionnel) de Montagny;MONTAGNY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Latitude Rando;GRIGNY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Les Aïeules de la Route;ST PIERRE DE CHANDIEU;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;OPSM;ST LAURENT D'AGNY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Ozon Courir;SAINT SYMPHORIEN D'OZON;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Sud Lyonnais Football 2013;COMMUNAY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Team Visual;AMPUIS;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Tennis Club de Millery;MILLERY;Fonctionnement;163-01;1000.00
FENECH;Georges;Les Républicains;Amicale des Anciens Marins de Condrieu et Environs;SAINT MAURICE L'EXIL;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;Amicale Parachutiste de Vienne et Sainte Colombe;CONDRIEU;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;Amicale Royale des Deux Ponts;LYON;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;Comité FNACA de St Didier sous Riverie;ST DIDIER SOUS RIVERIE;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;FNACA de Condrieu;CONDRIEU;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;FNACA de Mornant;MORNANT;Fonctionnement;167-02;1000.00
FENECH;Georges;Les Républicains;ANFANOMA;PARIS;Fonctionnement;169-03;1000.00
FENECH;Georges;Les Républicains;ALTE-SMP;SAINT SYMPHORIEN D'OZON;Fonctionnement;204-14;1000.00
FENECH;Georges;Les Républicains;Association philanthropique de parents d'enfants atteints de leucémie ou autres cancers (APPEL);LYON;Fonctionnement;204-14;1000.00
FENECH;Georges;Les Républicains;Association des sclérodermiques de France;SIMANDRES;Fonctionnement;204-14;1000.00
FENECH;Georges;Les Républicains;"Association PEMH - ""Espace Vivre Avec""";PIERRE BENITE CEDEX;Fonctionnement;204-14;1000.00
FENECH;Georges;Les Républicains;Amicale des Pêcheurs de Simandres;SIMANDRES;Fonctionnement;205-06;1000.00
FENECH;Georges;Les Républicains;Les chevaux murmurent;MORNANT;Fonctionnement;206-02;1000.00
FENECH;Georges;Les Républicains;M'Bour Avenir;SAINT ROMAIN EN GAL;Fonctionnement;209-02;1000.00
FENECH;Georges;Les Républicains;Terre Roumaine;MORNANT;Fonctionnement;209-02;1000.00
FENECH;Georges;Les Républicains;AC2E;SAINTE CATHERINE;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;Association du Sentier;MILLERY;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;Association les Belins Belines;ST LAURENT D'AGNY;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;Euro des écoles de St Jean de Touslas;ST JEAN DE TOUSLAS;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;FCPE CHAUSSAN;CHAUSSAN;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;Fédération Délégués départementaux de l'Education Nationale secteur Givors/Mornant;GIVORS;Fonctionnement;214-01;1000.00
FENECH;Georges;Les Républicains;Aviron Club Pays Viennois (ACPV);ST ROMAIN EN GAL;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Arc en Ciel d'Orliénas;ORLIENAS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;AS Andéolaise;ST ANDEOL LE CHÂTEAU;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;ASB d'Ampuis (Association Sportive Bouliste d'Ampuis);AMPUIS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Le Nautile;GRIGNY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Bansbanne Boules;GIVORS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;BBG Plongée;SIMANDRES;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Excelsior de Grigny;GRIGNY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Football Club de Simandres;SIMANDRES;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Grigny Basket Club;GRIGNY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Gymnastique Volontaire de Montagny;MONTAGNY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Handisport Lyonnais;LYON;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;La Pétanque du Goret;GRIGNY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;L'ASB Joyeuse Boule d'Echalas;ECHALAS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Mions Football Club;MIONS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Office Municipal des Sports;MIONS;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Pétanque Mornantaise;MORNANT;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Sud Est Rhône Tennis de Table (SERTT);ST SYMPHORIEN D'OZON;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Sud Lyonnais Basket;CHARLY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Tennis Club de Sérézin;SEREZIN DU RHONE;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Tonic Cyclo Club Ternay;TERNAY;Fonctionnement;219-01;1000.00
FENECH;Georges;Les Républicains;Association Sportive Ampuis Côte-Rôtie Rugby;AMPUIS;Fonctionnement;219-01;4000.00
FENECH;Georges;Les Républicains;SOG Rugby 2 Vallées;GIVORS;Fonctionnement;219-01;7000.00
FENECH;Georges;Les Républicains;AJASSE;SOUCIEU EN JARREST;Fonctionnement;224-01;1000.00
FENECH;Georges;Les Républicains;Amis des Arts de la Région de Mornant;MORNANT;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Le Plancher des Monts;ST MARTIN EN HAUT;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Association Absolut;ST JEAN DE TOUSLAS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Association Culturelle les Haies;LES HAIES;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Association d'Education Populaire (AEP St Jean de Touslas);ST JEAN DE TOUSLAS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Association des 4 Vents;LONGES;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Atelier Cadre'in;MONTAGNY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Atelier de la Grenouille;SIMANDRES;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Avenir et Tradition;LYON;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Centre Culturel du Château de la Porte de Ternay;TERNAY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Chorale l'Espoir de Chaponnay;CHAPONNAY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Comité d'Animation des Associations de Chassagny;CHASSAGNY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Comité des Fêtes de St Cyr sur le Rhone;SAINT CYR SUR LE RHONE;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Comité des Fêtes de St Pierre de Chandieu;ST PIERRE DE CHANDIEU;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Comité des Fêtes de Tupin et Semons;TUPIN ET SEMONS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Comité des Fêtes Simandr'Anim;SIMANDRES;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;"Danse ""Les Océanes""";MARENNES;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Ecole de musique César Geoffray de Julien Grenier;SOUCIEU EN JARREST;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;GAROM;LYON;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Harmonie Venusta;CHAPONNAY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Horizon Pastel;SAINT LAURENT d'AGNY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;La Maison de Pays de Mornant;MORNANT;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Les Amis du Vieux Montagny;MONTAGNY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Les Associés de l'Imaginaire;GIVORS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Les Troubadours de St Martin;GIVORS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;L'Usine Cinéma Luci;GIVORS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Mémoire d'Ozon;ST SYMPHORIEN D'OZON;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Orliénouba;ORLIENAS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Ozon danses;COMMUNAY;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Prieurites Talusiennes;TALUYERS;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Serezin d'hier;SEREZIN DU RHONE;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;Vocalises;VERNIOZ;Fonctionnement;224-02;1000.00
FENECH;Georges;Les Républicains;I Love Lyon 3;LYON;Fonctionnement;231-01;1000.00
FENECH;Georges;Les Républicains;AFPFES;ST CYR SUR LE RHONE;Fonctionnement;232-04;1000.00
FENECH;Georges;Les Républicains;Aide aux Parents d'Enfants Victimes (APEV);ISSY LES MOULINEAUX;Fonctionnement;304-17;1000.00
FENECH;Georges;Les Républicains;Familles en Mouvement - Fédération du Rhône;FRANCHEVILLE;Fonctionnement;304-17;1000.00
FENECH;Georges;Les Républicains;SOS Familles - Emmaüs du Pays Mornantais et Rhône Sud;SAINT-ANDEOL-LE-CHÂTEAU;Fonctionnement;304-17;1000.00
FENECH;Georges;Les Républicains;Les Jardins de Lucie;COMMUNAY;Fonctionnement;102-02;1000.00
FENECH;Georges;Les Républicains;Association de Défense et de Participation des Riverains du Gier et de ses Affluents (ADPRGA);SAINT ROMAIN EN GIER;Fonctionnement;113-01;1000.00
FENECH;Georges;Les Républicains;Association AADN (Animations, Anniversaires et Découverte de la Nature);GIVORS;Fonctionnement;113-07;1000.00
FENECH;Georges;Les Républicains;Association BBR (Beaucoup de Bruit pour Rien);CONDRIEU;Fonctionnement;131-01;1000.00
FENECH;Georges;Les Républicains;Office de Tourisme Les Balcons du Lyonnais;MORNANT;Fonctionnement;134-21;1000.00
FENECH;Georges;Les Républicains;APEL de Millery;MILLERY;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;APEL des Marronniers;CONDRIEU;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;APEL Saint Julien;SOUCIEU EN JARREST;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;APEL Ecole Floryce Blanchery;ST MAURICE SUR DARGOIRE;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;OGEC de Saint Didier sous Riverie;SAINT DIDIER SOUS RIVERIE;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;OGEC de Sainte Catherine;SAINTE CATHERINE;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;OGEC les Maronniers;CONDRIEU;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;OGEC st Maurice sur Dargoire;ST MAURICE SUR DARGOIRE;Fonctionnement;139-09;1000.00
FENECH;Georges;Les Républicains;Jeunes Agriculteurs Canton de Condrieu/Givors;LONGES;Fonctionnement;154-13;2000.00
FENECH;Georges;Les Républicains;Parler Français avec les Sourds (ALPC);CHAPONNAY;Fonctionnement;157-01;1000.00
FENECH;Georges;Les Républicains;Accueil et Amitié Mions;MIONS;Fonctionnement;157-05;1000.00
FENECH;Georges;Les Républicains;Association pour le Développement de l'Animation et des Loisirs (ADAL);MORNANT;Fonctionnement;157-05;1000.00
FENECH;Georges;Les Républicains;ADMR de Millery;MILLERY;Fonctionnement;157-05;1000.00
FENECH;Georges;Les Républicains;Club de l'Amitié de Montagny;MONTAGNY;Fonctionnement;157-05;1000.00
FENECH;Georges;Les Républicains;Club Soleil d'Automne;ST JEAN DE TOUSLAS;Fonctionnement;157-05;1000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Arélia : Association Régionale pour le Logement et l'Insertion par l'Activité;17 avenue de Metz 54320 Maxéville;Développement d'un restaurant d'insertion;102-02;8000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Sauvons nos coteaux;100 Grande Rue, 54710 Ludres;Conception, réalisation et achat de supports pédagogiques;113-07;4000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Clairlieu Eco Défi;137 boulevard Valonniere, 54600 Villers-les-Nancy;Achat d'un véhicule pour le transport de matériaux;113-07;4000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;LAXOU;;l'acquisition de deux classes mobiles pour l'école élémentaire Louis Pergaud;122-01;10500.00
FÉRON;Hervé;Socialiste, républicain et citoyen;La Chose Publique;8 rue François Evrard, 54140 Jarville-la-Malgrange;Fonctionnement;131-01;10000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Le P'tit Poucet;47 Allée Neuve, 54520 Laxou;Construction d'une cuisine biberonnerie biologique;140-01;8000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Le Baby Prince;47 Allée Neuve, 54520 Laxou;Construction d'une cuisine biberonnerie biologique;140-01;9000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Café social ACS 54;6, rue Cyfflé, Esplanade du Trident, 54000 Nancy;Fonctionnement;163-01;3000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Tricot Couture Service;17 rue de Bavière, Bâtiment les Grèbes, 54500 Vandoeuvre-lès-Nancy;Fonctionnement;163-01;3500.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Rondade Salto;12 rue Roger Salengro, 54510 Tomblaine;Fonctionnement;163-01;10000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Association du Beau;110 rue de la République, 54140 Jarville;Fonctionnement;163-02;5000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Les petits débrouillards;Entresol M les cadieres, 53 rue de la Fayette, 54320 Maxéville;Mise en place d'une mission volontariat;163-02;5000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;MJC Lorraine;1, rue de Lorraine, 54500 Vandoeuvre-lès-Nancy;Réalisation de films courts et éducatifs sur la parentalité;163-02;10000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Secours populaire français;3 rue de Charmois, 54000 Nancy;Amélioration des aides aux familles en situation de précarité;177-11;8000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;AFPS Lorraine Sud;7 Rue Pierre Seguin 54500 Vandoeuvre-lès-Nancy;Mise en place d'un atelier de transformation de produits agricoles;209-02;4000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Jarville Jeunes Football;5 rue de Renémont 54140 Jarville-la-Malgrange;Fonctionnement;219-01;8000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Boxe Française Vandoeuvre;Parc des Sports, rue Gembloux, 54500 Vandoeuvre-lès-Nancy;Favoriser le sport féminin;219-01;10000.00
FÉRON;Hervé;Socialiste, républicain et citoyen;Association socio-culturelle Villers;17 bis rue du Haut de la Taye, 54600 Villers-les-Nancy;Fonctionnement;224-02;10000.00
FERRAND;Richard;Socialiste, républicain et citoyen;BOTMEUR;;la viabilisation d'un terrain en vue de la construction de deux logements sociaux;122-01;4000.00
FERRAND;Richard;Socialiste, républicain et citoyen;BRENNILIS;;la viabilisation d'un terrain en vue de la construction de deux logements locatifs sociaux;122-01;4000.00
FERRAND;Richard;Socialiste, républicain et citoyen;LE FEUILLEE;;la viabilisation et l'assainissement d'un terrain destiné à la construction de deux logements sociaux;122-01;4000.00
FERRAND;Richard;Socialiste, républicain et citoyen;LOQUEFFRET;;la viabilisation de la parcelle AB 284, emplacement du futur lotissement communal de Kernon;122-01;4000.00
FERRAND;Richard;Socialiste, républicain et citoyen;SAINT-RIVOAL;;la viabilisation d'un terrain afin d'y construire deux logements locatifs;122-01;4000.00
FERRAND;Richard;Socialiste, républicain et citoyen;CORAY;;la création d'un skate-park;122-01;10000.00
FERRAND;Richard;Socialiste, républicain et citoyen;MOTREFF;;l'aménagement de deux logements à l'étage de l'ancienne mairie dans le cadre du projet foyer jeunes travailleurs éclaté;122-01;10000.00
FERRAND;Richard;Socialiste, républicain et citoyen;COLLOREC;;la construction d'un local commercial en centre-bourg;122-01;20000.00
FERRAND;Richard;Socialiste, républicain et citoyen;CROZON;;la construction d'une nouvelle école maternelle et élémentaire de type passif à Tal-Ar-Groas;122-01;20000.00
