Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de Petite-Rosselle",,"Restructuration du stade Cité Wendel Sud",30000.00,KALINOWSKI,Laurent,Moselle,SRC,122-01,PA607691
"Les Troubles Villes","10 rue de la Gare 72160 CONNERRE","Vie associative locale",3000.00,KARAMANLI,Marietta,Sarthe,SRC,163-01,PA335054
"Association CS (Football) de Changé","11 rue des Mésanges 72560 CHANGE",Sports,3500.00,KARAMANLI,Marietta,Sarthe,SRC,219-01,PA335054
"Ch'tis en Maine","12 rue du Montpelvoux 72100 LE MANS","Vie associative locale",1500.00,KARAMANLI,Marietta,Sarthe,SRC,163-01,PA335054
"SOM - Football","201 rue Henri Champion 72100 LE MANS",Sports,14000.00,KARAMANLI,Marietta,Sarthe,SRC,219-01,PA335054
"Théâtre de la Bertoche","217 rue de la Bertinière 72100 LE MANS",Culture,4000.00,KARAMANLI,Marietta,Sarthe,SRC,224-02,PA335054
"Maison de l'Europe","35 rue de Degré 72000 LE MANS",Culture,2000.00,KARAMANLI,Marietta,Sarthe,SRC,224-02,PA335054
"Club Sportif Sablons Gazonfier","4 rue Paul Doumer 72100 LE MANS",Sports,4000.00,KARAMANLI,Marietta,Sarthe,SRC,219-01,PA335054
"Mission locale","5 bis Brd Winston Churchill 72100 LE MANS",Insertion,8000.00,KARAMANLI,Marietta,Sarthe,SRC,102-02,PA335054
"MJC CONNERRE - Section Handball","56 route de Connerré 72470 MONTFORT LE GESNOIS",Sports,5000.00,KARAMANLI,Marietta,Sarthe,SRC,219-01,PA335054
"Le Mans FC","57 rue de la Blanchisserie 72000 LE MANS",Sports,14000.00,KARAMANLI,Marietta,Sarthe,SRC,219-01,PA335054
"MJC Le Ronceray","Brd de la Fresnellerie - 72100 LE MANS","Vie associative locale",5000.00,KARAMANLI,Marietta,Sarthe,SRC,163-02,PA335054
"CFI Chantier Formation Insertion","Rue Jacques Guède 72470 CHAMPAGNE",Insertion,12000.00,KARAMANLI,Marietta,Sarthe,SRC,102-02,PA335054
"Commune de Champagné",-,"Construction salle multisports",20000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de Maisoncelles",,"Rénovation logement communal et de l'ancienne classe",4000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de St Michel de Chavaignes",,"Réhabilitation logement",10000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de Sargé Les Le Mans",,"Projet d'extention bâtiment périscolaire",20000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de Oignies",-,"Aménagement d'aires de jeux dans le parc des Hautois et le Quartier Nord",33800.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"Commune de Noyelles-Godault",,"Acquisition d'un aspirateur autotracté",8562.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"Commune de Méricourt",,"Acquisition de mobilier urbain et travaux d'aménagement du maillage piéton",26000.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"Commune de Rouvroy",,"Acquisition d'un fonds documentaire pour la Médiathèque Jean Ferrat",26000.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"Commune d'Evin-Malmaison",,"Construction de nouveaux saintaires et création d'une salle d'activités à l'école primaire Meresse",33800.00,KEMEL,Philippe,Pas-de-Calais,SRC,122-01,PA344242
"Soul Custum","117, rue Charles 3 – 54000 NANCY","Insertion par l'activité économique",4000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,102-02,PA607509
"Association des Utilisateurs du Centre social la Clairière","1195 Avenue Raymond Pinchard, 54100 Nancy","Petite Enfance",12000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,106-01,PA607509
"Fédération Départementale des Foyers Ruraux","5 r Victor Hugo  - 54770 BOUXIERES AUX CHENES","Ruralité développement solidaire",5000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,163-01,PA607509
Ensemble,"BP 11010 – 54521 LAXOU Cedex","Solidarité, Handicap",6000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,157-04,PA607509
"SOS Amitiés","BP 212 – 54004 NANCY Cedex","Solidarité et Lien social",8000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,163-01,PA607509
"Amitiés Tsiganes","Centre « Les Tamaris » Haut du Lièvre – BP 2019 – 54100 NANCY","Insertion et éducation",10000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,117-11,PA607509
"Commune Libre des Trois Maisons","Foyer club 3ème âge Trois Maisons – 10 rue de l'Atrie – 54000 NANCY","Lien social",1500.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,163-01,PA607509
"Banque Alimentaire de Nancy et sa région","Marché de Gros – 36, rue Mermoz – 54500 VANDOEUVRE-LES-NANCY",Solidarité,15000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,304-14,PA607509
"Culture et communication","MJC Lillebonne- 14, rue du Cheval Blanc- 54000 NANCY",Culture,6000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,224-02,PA607509
"l'Ecole des Regards","Surface sensible – 19, rue Jules Ferry – 54220 MALZEVILLE",Culture,2500.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,224-02,PA607509
"Commune de Velaine-sous-Amance","10, rue du Chaud Four – 54280 VELAINE-SOUS-AMANCE","Travaux de mise en accessibilité de bâtiments publics",6500.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Commune d'Amance","20, rue Saint-Jean – 54770 AMANCE","Travaux de mise en accessibilité de bâtiments publics",15000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Commune de Sornéville","24, Grande Rue – 54280 SORNEVILLE","Travaux d'aménagement de la place du village",11000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Commune de Custines","4, rue de l'Hôtel de Ville – 54670 CUSTINES","Travaux d'amélioration de la cantine scolaire",13000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Syndicat Intercommunal Scolaire de la Bouzule","7, rue du Chanoine Rolin – 54280 CHAMPENOUX","Acquisition de tableaux numériques",4500.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Commune d'Eulmont","Rue du Château – 54690 EULMONT","Travaux d'aménagement de la salle périscolaire",10000.00,KHIROUNI,Chaynesse,Meurthe-et-Moselle,SRC,122-01,PA607509
"Cantine Savoyarde","22 avenue Dr Desfrançois 73 000 CHAMBERY",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,304-14,PA608785
A.D.I.S.,"27 rue du Commandant Perceval 73 000 CHAMBERY",Handicap,2000.00,LACLAIS,Bernadette,Savoie,SRC,157-04,PA608785
"The Possee 33","275 route de St Saturnin 73 000 CHAMBERY",Culture,4500.00,LACLAIS,Bernadette,Savoie,SRC,224-02,PA608785
"Ecole de Rugby Soc","505 route de la Labiaz 73 000 CHAMBERY",Sports,2000.00,LACLAIS,Bernadette,Savoie,SRC,219-01,PA608785
"Eco Musée Les Côteaux du Salin","530 Chemin des Carrières du Salin 73460 GRESY SUR ISERE","Culture - Patrimoine",4000.00,LACLAIS,Bernadette,Savoie,SRC,113-07,PA608785
"Les Amis du Sourire","70 route de Lyon 73160 COGNIN",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,163-01,PA608785
"Banque Alimentaire","77 rue du Dr Vernier 73 000 CHAMBERY",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,304-14,PA608785
"Mouvement du Nid","8 rue Dagobert BP 63 92114 CLICHY",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,137-12,PA608785
"Pharmaciens Sans Frontières Rhône-Alpes","895 Route de la Bathie des Corniolles 73230 ST ALBAN LEYSSE","Solidarité Internationale",2500.00,LACLAIS,Bernadette,Savoie,SRC,209-02,PA608785
A.F.A.P.,"Centre Hospitalier BP 1125 73 011 CHAMBERY","Personnes Agées",2000.00,LACLAIS,Bernadette,Savoie,SRC,157-05,PA608785
"Ecole de Musique Inter-Communale
du Canton de St Alban Leysse","Château Bressieux 73 000 BASSENS",Culture,2000.00,LACLAIS,Bernadette,Savoie,SRC,224-02,PA608785
"Cœur de Cible","Le Plan Champs 73340 LA MOTTE EN BAUGES",Sports,4000.00,LACLAIS,Bernadette,Savoie,SRC,219-01,PA608785
"A.I.O.D.M. France","Le Pont 73340 LESCHERAINES","Solidarité Internationale",1000.00,LACLAIS,Bernadette,Savoie,SRC,209-02,PA608785
"Tennis Club des Bauges","Lieu Dit Les Mariages - 73630 LE CHATELARD",Sports,3000.00,LACLAIS,Bernadette,Savoie,SRC,219-01,PA608785
"SOS FemmesViolence","M.D.A. 67 Rue St François de Sales 73000 CHAMBERY",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,137-12,PA608785
"Contact Savoie","M.D.A. 67 Rue St François de Sales 73000 CHAMBERY",Solidarité,2000.00,LACLAIS,Bernadette,Savoie,SRC,163-01,PA608785
"Musique et Nature","Mairie 73630 LE CHATELARD",Culture,3500.00,LACLAIS,Bernadette,Savoie,SRC,224-02,PA608785
"Ski Club des Aillons","Office du Tourisme - 73340 AILLON LE JEUNE",Sports,2000.00,LACLAIS,Bernadette,Savoie,SRC,219-01,PA608785
"Le Cœur des Bauges","Office du Tourisme - 73630 LE CHATELARD",Tourisme,2500.00,LACLAIS,Bernadette,Savoie,SRC,175-01,PA608785
Frontenex,,"Travaux d'intérêt local",7500.00,LACLAIS,Bernadette,Savoie,SRC,122-01,PA608785
"Saint Cassin",,"Travaux d'intérêt local",9500.00,LACLAIS,Bernadette,Savoie,SRC,122-01,PA608785
"La Thuile",,"Travaux d'intérêt local",15000.00,LACLAIS,Bernadette,Savoie,SRC,122-01,PA608785
Lescheraines,,"Travaux d'intérêt local",16000.00,LACLAIS,Bernadette,Savoie,SRC,122-01,PA608785
"Aillon le Jeune",,"Travaux d'intérêt local",35000.00,LACLAIS,Bernadette,Savoie,SRC,122-01,PA608785
"Asso Bouliac, Sport et Loisirs",,sport,3000.00,LACUEY,Conchita,Gironde,SRC,219-01,PA1789
"Asso AOGPE",,"vie associative locale",10000.00,LACUEY,Conchita,Gironde,SRC,106-03,PA1789
APAFED,,"vie associative locale",20000.00,LACUEY,Conchita,Gironde,SRC,137-12,PA1789
"Commune de CENON","Hôtel de Ville 33150 CENON","Projet de développement de classes mobiles dans les écoles élémentaires et maternelles",50000.00,LACUEY,Conchita,Gironde,SRC,122-01,PA1789
"Commune de TRESSES","Hôtel de Ville 33370 TRESSES","…Financement projet de mise en conformité et sécurisation des terrains de football",30000.00,LACUEY,Conchita,Gironde,SRC,122-01,PA1789
"Commune de SAINT SULPICE ET CAMEYRAC","Hôtel de vILLE 33450 ST SULPICE ET CAMEYRAC","Financement projet de modernisation des équipements informatiques de l'Ecole Elémentaire Le Cèdre Bleu",17000.00,LACUEY,Conchita,Gironde,SRC,122-01,PA1789
"Centre hospitalier d'Excideuil","2 allées André Maurois - 24 160 Excideuil","projet culturel",2000.00,LANGLADE,Colette,Dordogne,SRC,224-02,PA341339
"Association La Scierie","La Côte - 24 360 Piégut-Pluviers","projet culturel",1000.00,LANGLADE,Colette,Dordogne,SRC,224-02,PA341339
"Groupement des trufficulteurs de Brantôme","Les Vignes - 24 530 Condat sur Trincou","aménagement paysager rond-point",2000.00,LANGLADE,Colette,Dordogne,SRC,154-14,PA341339
"Football club Pays de Mareuil","Mairie - Place de l'Hôtel de Ville - 24 340 Mareuil","achat équipement",1000.00,LANGLADE,Colette,Dordogne,SRC,219-01,PA341339
"Ecole de musique de Saint Aulaye","Mairie- Rue Docteur Lacroix - 24 410 Saint Aulaye","achat instruments",2000.00,LANGLADE,Colette,Dordogne,SRC,224-02,PA341339
"Club Sportif Colais","Mairie-24 800 Saint Jean de Cole","aménagement club house",1000.00,LANGLADE,Colette,Dordogne,SRC,219-01,PA341339
"Union sportive tocanaise football","Maison des associations sportives - stade Raymond Gaillou  - 24 350 Tocane","achat équipement",1000.00,LANGLADE,Colette,Dordogne,SRC,219-01,PA341339
"Cheval nature en Périgord Vert","Place François Mitterrand - 24 800 Saint Jory de Chalais","atelier insertion",5000.00,LANGLADE,Colette,Dordogne,SRC,154-14,PA341339
"Thibérienne football",,"achat équipement (nouveau)",2000.00,LANGLADE,Colette,Dordogne,SRC,219-01,PA341339
"Commune de Ribérac",,"acquisition de mobilier pour l'espace culturel",2000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune d'Escoire",,"transformation de l'ancien multiple rural en logement",6000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Payzac",,"aménagement du lotissement La Borie II (2e tranche)",6000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Communauté de communes du Pays de St Aulaye",,"aménagement d'une maison d'accueil pour personnes âgées à Festalemps",6000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Coulaures",,"aménagement du bourg (1ere tranche)",6000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Celles",,"aménagement de la traverse du bourg (2e tranche)",6000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune d'Agonac",,"création d'un logement",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Léguillac de Cercles",,"création de 2 logements locatifs",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Bourdeilles",,"réhabilitation des sanitaires du camping municipal",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de Coutures",,"aménagement du bourg",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune d'Eyzerac",,"extension et mise aux normes de la salle de convivialité",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Communauté de communes du Périgord Vert Nontronnais",,"aménagement des abords de l'usine Chèvrefeuille",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Commune de St Martial d'Albarède",,"aménagement du centre bourg",8000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Communauté de communes Dronne et Belle",,"création de logements au sein de la maison de santé pluridisciplinaire de Mareuil",25000.00,LANGLADE,Colette,Dordogne,SRC,122-01,PA341339
"Association Eveil Parents Enfants","1, rue Elisabeth 94200 Ivry-sur-Seine","Aide aux travaux d'extension des locaux de la crèche parentale",30000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,106-01,PA610481
"Compagnie de la Gare-Gare au Théâtre","13, rue Pierre Sémard 94400 Vitry-sur-Seine","Soutien aux Festivals Frictions Urbaines et Nous n'irons pas à Avignon, de la compagnie Gare au théâtre. Soutien au projet de lutte contre le décrochage scolaire par le théâtre",18000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,224-02,PA610481
"Association Plateau 31","31, rue Henri Kleynhoff 94250 Gentilly","Soutien aux actions culturelles pour l'accès à la culture des habitants de Gentilly",10000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,224-02,PA610481
"Association Le Port à l'Anglais","4 avenue Vial 94400 Vitry-sur-Seine","Soutien au projet culturel ""Mémoire à vif"" pour la réalisation d'un ouvrage à partir de correspondance d'un jeune soldat de la Première Guerre Mondiale",3000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,163-01,PA610481
"Association Les Petits Cailloux","40, avenue Charles Gide 94270 Le Kremlin-Bicêtre","Soutien à l'acquisition de mobilier pour la crèche parentale",4000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,106-01,PA610481
Gentilly,"14 place Henri BARBUSSE 94250  Gentilly","Soutien à l'acquisition de jeux en bois pour les écoles et centres de loisirs de Gentilly",40000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,122-01,PA610481
"Le Kremlin-Bicêtre","Place Jean-Jaurès 94270 Le Kremlin-Bicêtre","Aide à la mise en place de la vidéo-protection",35000.00,LAURENT,Jean-Luc,Val-de-Marne,SRC,122-01,PA610481
"Un autre monde","II Cvjetno naselje 25  / 10 000 Zagreb (Croatie)",culture,4000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Centre Français de Berlin","Müllerstrasse 74 / 13 349 Berlin (Allemagne)",culture,10000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Club du mardi","Salmgasse 4A / 1030 Vienne (Autriche)",culture,1800.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"France Treff","Zum Welleken 1 / 49 477 Ibbenbüren",culture,4000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Association pour les Forums d'urbanisme de Sarajevo","4 rue Théophie Gauthier / 91120 Palaiseau (France)",architecture,5000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Souvenir Français","Birkenweg 75 / 67346 Spire (Allemagne)","Devoir de Mémoire",1200.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,175-01,PA610936
"Lycée français Anna de Noailles","160A Sos. Bucuresti-Poliesti, Sector 1 / 013697 Bucarest (Roumanie)",éducation,20000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,185-05,PA610936
"Eurocampus de Zagreb(Ecole française)","36 Fratrovac / 10 000 Zagreb (Croatie)",éducation,10000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,185-05,PA610936
"Ecole française de Ljubljana","Ulica Dusana Kraigherja 2  / 1 000 Ljublkana (Slovénie)",éducation,6000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,185-05,PA610936
"Fondation Geremek","Ul. Wilcza 9A / 00-538 Varsovie (Pologne)",culture,5000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Institut français de Bonn","Adenauer Allee 35 / 53113 Bonn (Allemagne)",culture,40000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Institut français de Cologne","Sachsenring 77 / 50667 Cologne (Allemagne)",culture,20000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Institut français de Mayence","Schillerstrasse 11 / 55 116 Mayence (Allemagne)",culture,3000.00,"LE BORGN'",Pierre-Yves,"Français établis hors de France",SRC,151-01,PA610936
"Association Droits d'urgence","1 passage du Buisson St Louis 75010 Paris",Fonctionnement,10000.00,"LE BOUILLONNEC",Jean-Yves,Val-de-Marne,SRC,177-11,PA267835
"Association Anamorphose","7 rue du Parc 94230 Cachan",Fonctionnement,20000.00,"LE BOUILLONNEC",Jean-Yves,Val-de-Marne,SRC,224-02,PA267835
"Commune de Gentilly","14 place Henri Barbusse 94 250 Gentilly","Rénovation du bâtiment d'hébergement du centre de vacances de la Ville de Gentilly à Excideuil en Dordogne",100000.00,"LE BOUILLONNEC",Jean-Yves,Val-de-Marne,SRC,122-01,PA267835
"LABEL IMAGE","10 rue des Camélias 29 310 Locunolé","Festival culturel Les Passeurs de Lumière",5000.00,"LE BRIS",Gilbert,Finistère,SRC,224-02,PA1866
"LA CAVALCADE DE SCAER","2, place de la Libération 29 390 SCAER","65è édition du Carnaval",30000.00,"LE BRIS",Gilbert,Finistère,SRC,163-01,PA1866
"MUSIQUE POUR TOUS","Maison des associations 29 140 Saint-Yvi","Ecole associative de musique - achat d'instruments",3000.00,"LE BRIS",Gilbert,Finistère,SRC,224-02,PA1866
"FESTIVAL DES FILETS BLEUS","Rue du Saule BP 518 - 29185 CONCARNEAU Cedex","Festival des Filets Bleus - 109è édition",22000.00,"LE BRIS",Gilbert,Finistère,SRC,224-02,PA1866
BANNALEC,"Hôtel de Ville - 1 place Charles de Gaulle 29 380 Bannalec","création d'une maison de l'enfance - crèche",20000.00,"LE BRIS",Gilbert,Finistère,SRC,122-01,PA1866
REDENE,"Hôtel de Ville - 1 place de l'Eglise 29 300 Rédéné","création d'un espace culturel - réhabilitation ancien presbytère",25000.00,"LE BRIS",Gilbert,Finistère,SRC,122-01,PA1866
TREMEVEN,"Hôtel de Ville - Place de l'Eglise 29 300 Tréméven","réhabilitation de la Mairie et de l'ancien presbytère.",25000.00,"LE BRIS",Gilbert,Finistère,SRC,122-01,PA1866
